market,allocator,oos_vol_ann,oos_sharpe_ann,dsr,mean_eff_n,mean_hhi,mean_cond,n_folds,n_oos_days
XLV_equity,hrp,0.0537,-34.648,0.0,106.2,0.0095,6.5857223316595e+17,74.0,4622.0
XLV_equity,1/N,0.0576,-32.158,0.0,149.0,0.0067,6.5857223316595e+17,74.0,4622.0
XLV_equity,inv_var,0.0576,-32.158,0.0,149.0,0.0067,6.5857223316595e+17,74.0,4622.0
XLV_equity,nco_denoise_detone,0.0673,-27.884,0.0,62.1,0.0164,434782794115762.1,74.0,4622.0
XLV_equity,min_var_raw,0.0738,-21.691,0.0,10.3,0.1712,6.5857223316595e+17,74.0,4622.0
XLV_equity,mean_var_raw,0.0773,-22.439,0.0,19.1,0.1235,6.5857223316595e+17,74.0,4622.0
XRP_30M_25W_new,1/N,0.0114,-4.539,0.0,150.0,0.0067,133.6,38.0,2355.0
XRP_30M_25W_new,inv_var,0.0114,-4.539,0.0,150.0,0.0067,133.6,38.0,2355.0
XRP_30M_25W_new,hrp_denoise,0.0116,-4.435,0.0,138.4,0.0072,5.5,38.0,2355.0
XRP_30M_25W_new,hrp,0.0116,-4.496,0.0,137.0,0.0073,133.6,38.0,2355.0
XRP_30M_25W_new,nco_denoise_detone,0.0124,-3.99,0.0,115.0,0.0087,2642464214511447.0,38.0,2355.0
XRP_30M_25W_new,nco,0.0132,-3.619,0.0,86.1,0.0117,133.6,38.0,2355.0
XRP_30M_25W_new,min_var_raw,0.0136,-3.743,0.0,71.8,0.014,133.6,38.0,2355.0
XRP_30M_25W_new,mean_var_raw,0.0181,-2.458,0.0,38.5,0.0262,133.6,38.0,2355.0
ZEC_30m_22W,1/N,0.0147,-4.087,0.0,149.9,0.0067,157.8,33.0,2042.0
ZEC_30m_22W,inv_var,0.0147,-4.087,0.0,149.9,0.0067,157.8,33.0,2042.0
ZEC_30m_22W,hrp,0.0154,-4.101,0.0,127.4,0.0079,157.8,33.0,2042.0
ZEC_30m_22W,hrp_denoise,0.0155,-3.803,0.0,122.9,0.0082,7.0,33.0,2042.0
ZEC_30m_22W,nco_denoise_detone,0.0156,-3.825,0.0,111.8,0.009,990328517339259.8,33.0,2042.0
ZEC_30m_22W,nco,0.0167,-3.59,0.0,81.5,0.0124,157.8,33.0,2042.0
ZEC_30m_22W,min_var_raw,0.0171,-3.428,0.0,68.2,0.0147,157.8,33.0,2042.0
ZEC_30m_22W,mean_var_raw,0.0213,-2.705,0.0,37.6,0.0269,157.8,33.0,2042.0
