market,allocator,oos_vol_ann,oos_sharpe_ann,dsr,mean_eff_n,mean_hhi,mean_cond,n_folds,n_oos_days
USDCHF_fx,min_var_raw,0.0597,-5.054,0.0,20.8,0.0976,5.010647153361163e+18,11.0,684.0
USDJPY_fx,1/N,0.043,-1.101,0.0,299.4,0.0033,9.962782436327985e+18,11.0,684.0
USDJPY_fx,inv_var,0.043,-1.101,0.0,299.4,0.0033,9.962782436327985e+18,11.0,684.0
USDJPY_fx,nco_denoise_detone,0.043,-0.749,0.01,51.8,0.0201,1.6703777962120184e+18,11.0,684.0
USDJPY_fx,hrp,0.0492,-1.438,0.0,171.9,0.006,9.962782436327985e+18,11.0,684.0
USDJPY_fx,hrp_denoise,0.0492,-1.438,0.0,171.9,0.006,7.525153208454675e+18,11.0,684.0
USDJPY_fx,nco,0.0493,-1.063,0.0,55.9,0.0184,9.962782436327985e+18,11.0,684.0
USDJPY_fx,mean_var_raw,0.0593,-1.87,0.0,39.7,0.0298,9.962782436327985e+18,11.0,684.0
USDJPY_fx,min_var_raw,0.064,-2.143,0.0,37.7,0.0294,9.962782436327985e+18,11.0,684.0
UVXY_equity,nco,0.0633,-15.655,0.0,23.6,0.0513,4.514018801186371e+18,53.0,3338.0
UVXY_equity,hrp,0.076,-17.274,0.0,220.1,0.0046,4.514018801186371e+18,53.0,3338.0
UVXY_equity,hrp_denoise,0.076,-17.274,0.0,220.1,0.0046,5.317352679582931e+18,53.0,3338.0
UVXY_equity,min_var_raw,0.0767,-16.013,0.0,90.4,0.0111,4.514018801186371e+18,53.0,3338.0
UVXY_equity,1/N,0.0804,-16.36,0.0,299.6,0.0033,4.514018801186371e+18,53.0,3338.0
UVXY_equity,inv_var,0.0804,-16.36,0.0,299.6,0.0033,4.514018801186371e+18,53.0,3338.0
UVXY_equity,mean_var_raw,0.0822,-15.381,0.0,89.4,0.0112,4.514018801186371e+18,53.0,3338.0
UVXY_equity,nco_denoise_detone,0.0849,-13.934,0.0,52.8,0.023,1.2005694967675471e+18,53.0,3338.0
VXX_equity,nco,0.0767,-13.985,0.0,23.6,0.0515,3.5657483886687124e+18,65.0,4087.0
VXX_equity,nco_denoise_detone,0.0774,-15.653,0.0,48.3,0.0296,1.9433194133596365e+18,65.0,4087.0
VXX_equity,min_var_raw,0.0775,-17.201,0.0,88.8,0.0113,3.5657483886687124e+18,65.0,4087.0
VXX_equity,hrp_denoise,0.0794,-17.739,0.0,221.6,0.0046,5.717435541114393e+18,65.0,4087.0
VXX_equity,hrp,0.0794,-17.739,0.0,221.6,0.0046,3.5657483886687124e+18,65.0,4087.0
VXX_equity,1/N,0.08,-17.755,0.0,299.7,0.0033,3.5657483886687124e+18,65.0,4087.0
VXX_equity,inv_var,0.08,-17.755,0.0,299.7,0.0033,3.5657483886687124e+18,65.0,4087.0
VXX_equity,mean_var_raw,0.0832,-16.484,0.0,87.3,0.0115,3.5657483886687124e+18,65.0,4087.0
XLE_equity,hrp_denoise,0.0598,-30.238,0.0,211.4,0.0048,6.870439014974719e+18,74.0,4624.0
XLE_equity,hrp,0.0598,-30.238,0.0,211.4,0.0048,5.415732542571126e+18,74.0,4624.0
XLE_equity,nco,0.06,-24.046,0.0,29.1,0.0416,5.415732542571126e+18,74.0,4624.0
XLE_equity,1/N,0.0627,-28.133,0.0,299.7,0.0033,5.415732542571126e+18,74.0,4624.0
XLE_equity,inv_var,0.0627,-28.133,0.0,299.7,0.0033,5.415732542571126e+18,74.0,4624.0
XLE_equity,min_var_raw,0.0661,-25.742,0.0,81.8,0.0164,5.415732542571126e+18,74.0,4624.0
XLE_equity,mean_var_raw,0.0684,-25.362,0.0,83.2,0.0144,5.415732542571126e+18,74.0,4624.0
XLE_equity,nco_denoise_detone,0.0702,-23.763,0.0,55.4,0.0231,1.59106896624964e+18,74.0,4624.0
XLF_equity,nco,0.0563,-30.975,0.0,25.5,0.0449,3.8466491347424133e+18,74.0,4624.0
XLF_equity,hrp,0.0584,-35.465,0.0,219.7,0.0046,3.8466491347424133e+18,74.0,4624.0
XLF_equity,hrp_denoise,0.0584,-35.465,0.0,219.7,0.0046,4.389811738249474e+18,74.0,4624.0
XLF_equity,1/N,0.0626,-33.975,0.0,299.5,0.0033,3.8466491347424133e+18,74.0,4624.0
XLF_equity,inv_var,0.0626,-33.975,0.0,299.5,0.0033,3.8466491347424133e+18,74.0,4624.0
XLF_equity,min_var_raw,0.0669,-31.01,0.0,69.6,0.025,3.8466491347424133e+18,74.0,4624.0
XLF_equity,mean_var_raw,0.0694,-30.823,0.0,72.4,0.023,3.8466491347424133e+18,74.0,4624.0
XLF_equity,nco_denoise_detone,0.0711,-30.094,0.0,41.6,0.0326,3.612666225972221e+18,74.0,4624.0
XLK_equity,nco,0.0565,-27.392,0.0,34.5,0.0331,3.9977226056160794e+18,74.0,4612.0
XLK_equity,hrp,0.0574,-32.314,0.0,213.4,0.0047,3.9977226056160794e+18,74.0,4612.0
XLK_equity,hrp_denoise,0.0574,-32.314,0.0,213.4,0.0047,4.746675765112156e+18,74.0,4612.0
XLK_equity,1/N,0.0609,-30.603,0.0,298.2,0.0034,3.9977226056160794e+18,74.0,4612.0
XLK_equity,inv_var,0.0609,-30.603,0.0,298.2,0.0034,3.9977226056160794e+18,74.0,4612.0
XLK_equity,min_var_raw,0.0672,-26.307,0.0,50.6,0.0577,3.9977226056160794e+18,74.0,4612.0
XLK_equity,mean_var_raw,0.0701,-26.321,0.0,52.8,0.0564,3.9977226056160794e+18,74.0,4612.0
XLK_equity,nco_denoise_detone,0.0749,-26.534,0.0,67.4,0.0182,5.350799612538069e+18,74.0,4612.0
XLM_30m_6W_1MetaW,1/N,0.0132,-4.079,0.0,299.5,0.0033,1.2508982035861576e+17,6.0,373.0
XLM_30m_6W_1MetaW,inv_var,0.0132,-4.079,0.0,299.5,0.0033,1.2508982035861576e+17,6.0,373.0
XLM_30m_6W_1MetaW,hrp_denoise,0.0141,-4.027,0.0,248.9,0.004,2.6914807714815798e+17,6.0,373.0
XLM_30m_6W_1MetaW,hrp,0.0141,-4.027,0.0,248.9,0.004,1.2508982035861576e+17,6.0,373.0
XLM_30m_6W_1MetaW,nco,0.0148,-3.638,0.0,118.8,0.0085,1.2508982035861576e+17,6.0,373.0
XLM_30m_6W_1MetaW,nco_denoise_detone,0.0148,-2.921,0.0,134.2,0.0075,3.047570675333292e+17,6.0,373.0
XLM_30m_6W_1MetaW,min_var_raw,0.0154,-3.795,0.0,108.5,0.0092,1.2508982035861576e+17,6.0,373.0
XLM_30m_6W_1MetaW,mean_var_raw,0.0171,-2.207,0.0,86.6,0.0116,1.2508982035861576e+17,6.0,373.0
XLV_equity,nco,0.0546,-28.318,0.0,23.3,0.0487,7.203291946041773e+18,74.0,4622.0
XLV_equity,hrp,0.0557,-34.488,0.0,201.5,0.005,7.203291946041773e+18,74.0,4622.0
XLV_equity,hrp_denoise,0.0557,-34.488,0.0,201.5,0.005,2.012169961645211e+19,74.0,4622.0
XLV_equity,1/N,0.0618,-30.99,0.0,299.0,0.0033,7.203291946041773e+18,74.0,4622.0
XLV_equity,inv_var,0.0618,-30.99,0.0,299.0,0.0033,7.203291946041773e+18,74.0,4622.0
XLV_equity,min_var_raw,0.0698,-26.519,0.0,54.0,0.0295,7.203291946041773e+18,74.0,4622.0
XLV_equity,mean_var_raw,0.0715,-26.504,0.0,56.2,0.0299,7.203291946041773e+18,74.0,4622.0
XLV_equity,nco_denoise_detone,0.0744,-25.24,0.0,33.1,0.0381,2.3998405054719457e+18,74.0,4622.0
XRP_30M_25W_new,1/N,0.01,-5.184,0.0,299.9,0.0033,1.2552999187498398e+17,38.0,2355.0
XRP_30M_25W_new,inv_var,0.01,-5.184,0.0,299.9,0.0033,1.2552999187498398e+17,38.0,2355.0
XRP_30M_25W_new,hrp_denoise,0.01,-5.387,0.0,266.3,0.0038,1.0240138253862854e+17,38.0,2355.0
XRP_30M_25W_new,hrp,0.01,-5.387,0.0,266.3,0.0038,1.2552999187498398e+17,38.0,2355.0
XRP_30M_25W_new,nco,0.0119,-3.96,0.0,128.0,0.0078,1.2552999187498398e+17,38.0,2355.0
XRP_30M_25W_new,nco_denoise_detone,0.0119,-4.121,0.0,133.4,0.0075,2.1421808851702998e+17,38.0,2355.0
XRP_30M_25W_new,min_var_raw,0.0125,-3.853,0.0,111.2,0.0091,1.2552999187498398e+17,38.0,2355.0
XRP_30M_25W_new,mean_var_raw,0.0138,-3.561,0.0,84.0,0.012,1.2552999187498398e+17,38.0,2355.0
ZEC_30m_22W,1/N,0.0133,-4.088,0.0,299.9,0.0033,4.1670157091130157e+17,33.0,2042.0
ZEC_30m_22W,inv_var,0.0133,-4.088,0.0,299.9,0.0033,4.1670157091130157e+17,33.0,2042.0
ZEC_30m_22W,hrp_denoise,0.0138,-4.371,0.0,237.7,0.0042,6.109719857351003e+17,33.0,2042.0
ZEC_30m_22W,hrp,0.0138,-4.371,0.0,237.7,0.0042,4.1670157091130157e+17,33.0,2042.0
ZEC_30m_22W,nco_denoise_detone,0.015,-3.493,0.0,136.0,0.0074,6.106602337363571e+17,33.0,2042.0
ZEC_30m_22W,nco,0.0154,-3.538,0.0,113.8,0.0091,4.1670157091130157e+17,33.0,2042.0
ZEC_30m_22W,mean_var_raw,0.016,-3.388,0.0,85.8,0.0117,4.1670157091130157e+17,33.0,2042.0
ZEC_30m_22W,min_var_raw,0.0164,-3.179,0.0,107.6,0.0094,4.1670157091130157e+17,33.0,2042.0
