market,allocator,oos_vol_ann,oos_sharpe_ann,dsr,mean_eff_n,mean_hhi,mean_cond,n_folds,n_oos_days
DOT_30m_6W_1MetaW,inv_var,0.0132,-4.291,0.0,299.8,0.0033,1.0523083522210304e+17,6.0,373.0
DOT_30m_6W_1MetaW,hrp_denoise,0.0137,-4.403,0.0,253.1,0.004,1.235934670481593e+17,6.0,373.0
DOT_30m_6W_1MetaW,hrp,0.0137,-4.403,0.0,253.1,0.004,1.0523083522210304e+17,6.0,373.0
DOT_30m_6W_1MetaW,nco_denoise_detone,0.0149,-4.044,0.0,136.0,0.0074,1.2174795012004568e+17,6.0,373.0
DOT_30m_6W_1MetaW,min_var_raw,0.0152,-3.909,0.0,113.2,0.0088,1.0523083522210304e+17,6.0,373.0
DOT_30m_6W_1MetaW,mean_var_raw,0.0164,-2.745,0.0,83.0,0.0121,1.0523083522210304e+17,6.0,373.0
DOT_30m_6W_1MetaW,nco,0.0169,-2.756,0.0,106.0,0.0095,1.0523083522210304e+17,6.0,373.0
ETC_30m_6W_1MetaW,1/N,0.012,-5.443,0.0,299.3,0.0033,1.6853516269278166e+17,6.0,373.0
ETC_30m_6W_1MetaW,inv_var,0.012,-5.443,0.0,299.3,0.0033,1.6853516269278166e+17,6.0,373.0
ETC_30m_6W_1MetaW,hrp_denoise,0.0123,-5.236,0.0,246.6,0.0041,1.7093959989476643e+17,6.0,373.0
ETC_30m_6W_1MetaW,hrp,0.0123,-5.236,0.0,246.6,0.0041,1.6853516269278166e+17,6.0,373.0
ETC_30m_6W_1MetaW,nco,0.0131,-4.61,0.0,127.8,0.0079,1.6853516269278166e+17,6.0,373.0
ETC_30m_6W_1MetaW,nco_denoise_detone,0.0136,-4.906,0.0,129.5,0.0077,9.456355250296552e+16,6.0,373.0
ETC_30m_6W_1MetaW,mean_var_raw,0.014,-4.669,0.0,88.3,0.0114,1.6853516269278166e+17,6.0,373.0
ETC_30m_6W_1MetaW,min_var_raw,0.0155,-4.485,0.0,103.9,0.0097,1.6853516269278166e+17,6.0,373.0
ETH_30m_28W,1/N,0.0122,-5.524,0.0,299.6,0.0033,4.796223825658708e+17,43.0,2669.0
ETH_30m_28W,inv_var,0.0122,-5.524,0.0,299.6,0.0033,4.796223825658708e+17,43.0,2669.0
ETH_30m_28W,hrp_denoise,0.0129,-5.999,0.0,242.0,0.0042,1.801851936173022e+17,43.0,2669.0
ETH_30m_28W,hrp,0.0129,-5.999,0.0,242.0,0.0042,4.796223825658708e+17,43.0,2669.0
ETH_30m_28W,nco_denoise_detone,0.0141,-4.438,0.0,136.6,0.0074,1.371987214142391e+18,43.0,2669.0
ETH_30m_28W,nco,0.0146,-4.323,0.0,116.9,0.0088,4.796223825658708e+17,43.0,2669.0
ETH_30m_28W,min_var_raw,0.015,-4.523,0.0,105.6,0.0097,4.796223825658708e+17,43.0,2669.0
ETH_30m_28W,mean_var_raw,0.0159,-3.764,0.0,84.8,0.0119,4.796223825658708e+17,43.0,2669.0
EURGBP_fx,1/N,0.0328,-10.653,0.0,299.5,0.0033,1.7256718104252088e+18,11.0,684.0
EURGBP_fx,inv_var,0.0328,-10.653,0.0,299.5,0.0033,1.7256718104252088e+18,11.0,684.0
EURGBP_fx,hrp_denoise,0.0362,-9.458,0.0,162.5,0.0064,9.715154219953775e+19,11.0,684.0
EURGBP_fx,hrp,0.0362,-9.458,0.0,162.5,0.0064,1.7256718104252088e+18,11.0,684.0
EURGBP_fx,nco,0.039,-6.933,0.0,42.2,0.0263,1.7256718104252088e+18,11.0,684.0
EURGBP_fx,min_var_raw,0.0413,-8.162,0.0,51.3,0.0252,1.7256718104252088e+18,11.0,684.0
EURGBP_fx,nco_denoise_detone,0.044,-6.309,0.0,56.2,0.0201,1.630702677329809e+18,11.0,684.0
EURGBP_fx,mean_var_raw,0.0451,-7.39,0.0,53.4,0.022,1.7256718104252088e+18,11.0,684.0
EURUSD_fx,hrp_denoise,0.0328,-2.33,0.0,189.2,0.0054,9.879038380869768e+17,11.0,684.0
EURUSD_fx,hrp,0.0328,-2.33,0.0,189.2,0.0054,2.659117957354248e+18,11.0,684.0
EURUSD_fx,1/N,0.0362,-2.158,0.0,299.4,0.0033,2.659117957354248e+18,11.0,684.0
EURUSD_fx,inv_var,0.0362,-2.158,0.0,299.4,0.0033,2.659117957354248e+18,11.0,684.0
EURUSD_fx,nco,0.038,-1.728,0.0,36.4,0.0343,2.659117957354248e+18,11.0,684.0
EURUSD_fx,nco_denoise_detone,0.0459,-2.139,0.0,50.4,0.0212,2.1199016105300664e+18,11.0,684.0
EURUSD_fx,mean_var_raw,0.0514,-1.861,0.0,36.3,0.0395,2.659117957354248e+18,11.0,684.0
EURUSD_fx,min_var_raw,0.0569,-1.413,0.001,38.6,0.0376,2.659117957354248e+18,11.0,684.0
GBPUSD_fx,hrp_denoise,0.0312,-4.746,0.0,177.8,0.0057,3.3104167785558707e+18,11.0,684.0
GBPUSD_fx,hrp,0.0312,-4.746,0.0,177.8,0.0057,9.809025802458685e+18,11.0,684.0
GBPUSD_fx,1/N,0.0334,-4.524,0.0,299.2,0.0033,9.809025802458685e+18,11.0,684.0
GBPUSD_fx,inv_var,0.0334,-4.524,0.0,299.2,0.0033,9.809025802458685e+18,11.0,684.0
GBPUSD_fx,nco,0.0364,-3.345,0.0,45.5,0.0297,9.809025802458685e+18,11.0,684.0
GBPUSD_fx,nco_denoise_detone,0.0438,-3.904,0.0,56.1,0.0212,1.1462373786439357e+18,11.0,684.0
GBPUSD_fx,mean_var_raw,0.0486,-3.458,0.0,29.5,0.0495,9.809025802458685e+18,11.0,684.0
GBPUSD_fx,min_var_raw,0.0562,-2.927,0.0,22.4,0.0685,9.809025802458685e+18,11.0,684.0
IWM_equity,1/N,0.0518,-30.293,0.0,298.6,0.0033,4.984618512593961e+18,74.0,4624.0
IWM_equity,inv_var,0.0518,-30.293,0.0,298.6,0.0033,4.984618512593961e+18,74.0,4624.0
IWM_equity,hrp_denoise,0.0518,-30.332,0.0,216.6,0.0047,9.793726484619481e+18,74.0,4624.0
IWM_equity,hrp,0.0518,-30.332,0.0,216.6,0.0047,4.984618512593961e+18,74.0,4624.0
IWM_equity,min_var_raw,0.0554,-27.588,0.0,65.3,0.0268,4.984618512593961e+18,74.0,4624.0
IWM_equity,mean_var_raw,0.0571,-27.745,0.0,65.3,0.03,4.984618512593961e+18,74.0,4624.0
IWM_equity,nco,0.0572,-23.297,0.0,38.7,0.0297,4.984618512593961e+18,74.0,4624.0
IWM_equity,nco_denoise_detone,0.0588,-25.31,0.0,65.9,0.0183,6.06175401641261e+18,74.0,4624.0
LINK_30M_23W_new,1/N,0.0093,-5.191,0.0,299.9,0.0033,9.313242680795784e+16,34.0,2142.0
LINK_30M_23W_new,inv_var,0.0093,-5.191,0.0,299.9,0.0033,9.313242680795784e+16,34.0,2142.0
LINK_30M_23W_new,hrp_denoise,0.0094,-5.399,0.0,267.2,0.0038,1.8784723526725325e+17,34.0,2142.0
LINK_30M_23W_new,hrp,0.0094,-5.399,0.0,267.2,0.0038,9.313242680795784e+16,34.0,2142.0
LINK_30M_23W_new,nco,0.0113,-4.322,0.0,135.5,0.0074,9.313242680795784e+16,34.0,2142.0
LINK_30M_23W_new,nco_denoise_detone,0.0113,-4.373,0.0,141.2,0.0071,8.867087595502797e+16,34.0,2142.0
LINK_30M_23W_new,min_var_raw,0.0126,-3.658,0.0,106.9,0.0095,9.313242680795784e+16,34.0,2142.0
LINK_30M_23W_new,mean_var_raw,0.0139,-3.402,0.0,87.0,0.0116,9.313242680795784e+16,34.0,2142.0
LTC_30m_27W,1/N,0.0106,-7.923,0.0,299.8,0.0033,1.7377612098459664e+17,41.0,2564.0
LTC_30m_27W,inv_var,0.0106,-7.923,0.0,299.8,0.0033,1.7377612098459664e+17,41.0,2564.0
LTC_30m_27W,hrp_denoise,0.0109,-8.197,0.0,251.0,0.004,2.5857373925298877e+17,41.0,2564.0
LTC_30m_27W,hrp,0.0109,-8.197,0.0,251.0,0.004,1.7377612098459664e+17,41.0,2564.0
LTC_30m_27W,nco_denoise_detone,0.0124,-6.623,0.0,136.2,0.0074,5.5873387672604595e+17,41.0,2564.0
LTC_30m_27W,nco,0.0127,-6.625,0.0,124.1,0.0081,1.7377612098459664e+17,41.0,2564.0
LTC_30m_27W,min_var_raw,0.0144,-5.537,0.0,107.4,0.0097,1.7377612098459664e+17,41.0,2564.0
LTC_30m_27W,mean_var_raw,0.0147,-5.494,0.0,84.0,0.0121,1.7377612098459664e+17,41.0,2564.0
NEAR_30m_17W,1/N,0.0133,-4.121,0.0,299.8,0.0033,1.544023456337649e+17,25.0,1520.0
NEAR_30m_17W,inv_var,0.0133,-4.121,0.0,299.8,0.0033,1.544023456337649e+17,25.0,1520.0
NEAR_30m_17W,hrp_denoise,0.0137,-4.3,0.0,241.7,0.0042,3.611584796036887e+17,25.0,1520.0
NEAR_30m_17W,hrp,0.0137,-4.3,0.0,241.7,0.0042,1.544023456337649e+17,25.0,1520.0
NEAR_30m_17W,nco,0.0153,-3.015,0.0,120.3,0.0084,1.544023456337649e+17,25.0,1520.0
NEAR_30m_17W,nco_denoise_detone,0.0153,-3.467,0.0,136.2,0.0074,1.653250566155093e+17,25.0,1520.0
NEAR_30m_17W,min_var_raw,0.0154,-3.919,0.0,110.4,0.0091,1.544023456337649e+17,25.0,1520.0
NEAR_30m_17W,mean_var_raw,0.0164,-3.392,0.0,87.0,0.0116,1.544023456337649e+17,25.0,1520.0
NZDUSD_fx,hrp_denoise,0.0329,-9.966,0.0,180.3,0.0056,1.3518359642754537e+18,11.0,683.0
NZDUSD_fx,hrp,0.0329,-9.966,0.0,180.3,0.0056,7.103741935941254e+18,11.0,683.0
NZDUSD_fx,1/N,0.037,-8.882,0.0,298.7,0.0033,7.103741935941254e+18,11.0,683.0
NZDUSD_fx,inv_var,0.037,-8.882,0.0,298.7,0.0033,7.103741935941254e+18,11.0,683.0
NZDUSD_fx,nco,0.0429,-7.789,0.0,45.7,0.0231,7.103741935941254e+18,11.0,683.0
NZDUSD_fx,nco_denoise_detone,0.0489,-5.48,0.0,40.7,0.039,4.352025202497025e+18,11.0,683.0
NZDUSD_fx,mean_var_raw,0.057,-6.532,0.0,34.5,0.0389,7.103741935941254e+18,11.0,683.0
NZDUSD_fx,min_var_raw,0.0581,-7.429,0.0,30.1,0.0457,7.103741935941254e+18,11.0,683.0
QQQ_equity,1/N,0.0478,-26.807,0.0,297.8,0.0034,5.856676071134245e+18,74.0,4624.0
QQQ_equity,inv_var,0.0478,-26.807,0.0,297.8,0.0034,5.856676071134245e+18,74.0,4624.0
QQQ_equity,hrp_denoise,0.0505,-26.098,0.0,216.0,0.0047,4.810173830268128e+18,74.0,4624.0
QQQ_equity,hrp,0.0505,-26.098,0.0,216.0,0.0047,5.856676071134245e+18,74.0,4624.0
QQQ_equity,nco_denoise_detone,0.0537,-22.566,0.0,57.4,0.0201,1.1489715716358281e+19,74.0,4624.0
QQQ_equity,mean_var_raw,0.0567,-24.25,0.0,46.6,0.0474,5.856676071134245e+18,74.0,4624.0
QQQ_equity,min_var_raw,0.0586,-22.841,0.0,44.4,0.0472,5.856676071134245e+18,74.0,4624.0
QQQ_equity,nco,0.1871,-5.707,0.0,37.0,0.0304,5.856676071134245e+18,74.0,4624.0
SOL_1h_7W,1/N,0.009,-3.187,0.0,299.2,0.0033,4.651229626315861e+17,20.0,1207.0
SOL_1h_7W,inv_var,0.009,-3.187,0.0,299.2,0.0033,4.651229626315861e+17,20.0,1207.0
SOL_1h_7W,hrp_denoise,0.009,-3.28,0.0,271.3,0.0037,5.137418700900123e+16,20.0,1207.0
SOL_1h_7W,hrp,0.009,-3.28,0.0,271.3,0.0037,4.651229626315861e+17,20.0,1207.0
SOL_1h_7W,nco,0.0108,-2.468,0.0,129.9,0.0077,4.651229626315861e+17,20.0,1207.0
SOL_1h_7W,nco_denoise_detone,0.011,-2.495,0.0,134.2,0.0075,2.3719177608158653e+17,20.0,1207.0
SOL_1h_7W,mean_var_raw,0.0161,-1.432,0.0,80.9,0.0126,4.651229626315861e+17,20.0,1207.0
SOL_1h_7W,min_var_raw,0.0162,-1.585,0.0,93.2,0.0111,4.651229626315861e+17,20.0,1207.0
SPY_equity,hrp_denoise,0.0539,-23.809,0.0,217.3,0.0047,9.583027609168546e+18,74.0,4624.0
SPY_equity,hrp,0.0539,-23.809,0.0,217.3,0.0047,8.529781458726811e+18,74.0,4624.0
SPY_equity,1/N,0.0566,-23.345,0.0,298.8,0.0033,8.529781458726811e+18,74.0,4624.0
SPY_equity,inv_var,0.0566,-23.345,0.0,298.8,0.0033,8.529781458726811e+18,74.0,4624.0
SPY_equity,min_var_raw,0.0679,-20.613,0.0,48.4,0.0333,8.529781458726811e+18,74.0,4624.0
SPY_equity,mean_var_raw,0.075,-19.027,0.0,51.3,0.0313,8.529781458726811e+18,74.0,4624.0
SPY_equity,nco_denoise_detone,0.0753,-17.184,0.0,62.3,0.0206,3.168835966153217e+18,74.0,4624.0
SPY_equity,nco,0.0818,-14.197,0.0,40.8,0.0329,8.529781458726811e+18,74.0,4624.0
TRX_30m_25W,1/N,0.0134,-4.195,0.0,299.9,0.0033,2.7014688848693226e+17,38.0,2355.0
TRX_30m_25W,inv_var,0.0134,-4.195,0.0,299.9,0.0033,2.7014688848693226e+17,38.0,2355.0
TRX_30m_25W,hrp_denoise,0.0141,-4.374,0.0,227.6,0.0044,3.767276172394149e+17,38.0,2355.0
TRX_30m_25W,hrp,0.0141,-4.374,0.0,227.6,0.0044,2.7014688848693226e+17,38.0,2355.0
TRX_30m_25W,nco_denoise_detone,0.0148,-3.802,0.0,123.6,0.0082,6.84901030664345e+17,38.0,2355.0
TRX_30m_25W,min_var_raw,0.0161,-3.213,0.0,106.8,0.0094,2.7014688848693226e+17,38.0,2355.0
TRX_30m_25W,nco,0.0161,-3.093,0.0,110.8,0.0091,2.7014688848693226e+17,38.0,2355.0
TRX_30m_25W,mean_var_raw,0.0165,-3.204,0.0,87.5,0.0115,2.7014688848693226e+17,38.0,2355.0
UNI_30M_17W_new,1/N,0.0101,-4.691,0.0,299.8,0.0033,1.9994406435963235e+17,25.0,1520.0
UNI_30M_17W_new,inv_var,0.0101,-4.691,0.0,299.8,0.0033,1.9994406435963235e+17,25.0,1520.0
UNI_30M_17W_new,hrp_denoise,0.0101,-4.716,0.0,272.4,0.0037,1.708717255999276e+17,25.0,1520.0
UNI_30M_17W_new,hrp,0.0101,-4.716,0.0,272.4,0.0037,1.9994406435963235e+17,25.0,1520.0
UNI_30M_17W_new,nco,0.0119,-3.869,0.0,130.1,0.0077,1.9994406435963235e+17,25.0,1520.0
UNI_30M_17W_new,nco_denoise_detone,0.012,-4.127,0.0,138.7,0.0072,1.5049638163637315e+17,25.0,1520.0
UNI_30M_17W_new,min_var_raw,0.0136,-3.97,0.0,107.0,0.0095,1.9994406435963235e+17,25.0,1520.0
UNI_30M_17W_new,mean_var_raw,0.0144,-3.287,0.0,89.0,0.0113,1.9994406435963235e+17,25.0,1520.0
USDCAD_fx,hrp_denoise,0.0336,-5.538,0.0,160.8,0.0064,3.493863418444343e+18,11.0,684.0
USDCAD_fx,hrp,0.0336,-5.538,0.0,160.8,0.0064,3.9000744356748283e+18,11.0,684.0
USDCAD_fx,1/N,0.0353,-5.582,0.0,300.0,0.0033,3.9000744356748283e+18,11.0,684.0
USDCAD_fx,inv_var,0.0353,-5.582,0.0,300.0,0.0033,3.9000744356748283e+18,11.0,684.0
USDCAD_fx,nco,0.0456,-2.756,0.0,34.2,0.0324,3.9000744356748283e+18,11.0,684.0
USDCAD_fx,nco_denoise_detone,0.0526,-3.338,0.0,63.2,0.0165,3.2895029223420964e+18,11.0,684.0
USDCAD_fx,mean_var_raw,0.0538,-3.013,0.0,48.1,0.0245,3.9000744356748283e+18,11.0,684.0
USDCAD_fx,min_var_raw,0.0595,-2.722,0.0,37.1,0.0426,3.9000744356748283e+18,11.0,684.0
USDCHF_fx,hrp_denoise,0.0295,-7.022,0.0,182.0,0.0056,2.4446530562995707e+18,11.0,684.0
USDCHF_fx,hrp,0.0295,-7.022,0.0,182.0,0.0056,5.010647153361163e+18,11.0,684.0
USDCHF_fx,1/N,0.0327,-6.756,0.0,299.7,0.0033,5.010647153361163e+18,11.0,684.0
USDCHF_fx,inv_var,0.0327,-6.756,0.0,299.7,0.0033,5.010647153361163e+18,11.0,684.0
USDCHF_fx,nco,0.0396,-5.464,0.0,40.5,0.0282,5.010647153361163e+18,11.0,684.0
USDCHF_fx,nco_denoise_detone,0.0456,-3.922,0.0,32.1,0.0454,1.3319807350271805e+18,11.0,684.0
USDCHF_fx,mean_var_raw,0.0533,-5.265,0.0,31.8,0.0542,5.010647153361163e+18,11.0,684.0
