pair,bar_type,n_bars,n,skew,exkurt,jb,jb_p,ac1,lb_p,count_cv
LINKUSDT,time,1096,1095,0.003535705130478899,3.4956682565942216,557.5259370282877,8.60559722034079e-122,-0.006042659638743407,0.016192304647020882,0.08245921238769882
LINKUSDT,tick,1096,1095,-0.04218196133262109,0.7300908937328985,24.644343045512105,4.451935899652466e-06,0.02375508229401559,0.6572249033716894,0.6711986958890053
LINKUSDT,volume,1095,1094,-0.18092423918640077,1.0404377679506043,55.31287112020624,9.74905784266872e-13,0.01293973136193609,0.25445411894027553,0.6067659337100989
LINKUSDT,dollar,1095,1094,-0.2728157680829766,0.9654399198423254,56.05783688416113,6.717309933273598e-13,-0.0011386038517510496,0.9948949957627026,0.7339654544188533
LTCUSDT,time,1095,1094,-0.21749989688667498,3.9038459553748686,703.3161017451774,1.8916857362778665e-153,0.0013358458350558266,0.18476459622105523,0.08322820355054134
LTCUSDT,tick,1096,1095,-0.3079756179638519,1.673504748700485,145.08814189647973,3.1225564070731245e-32,-0.031255771765679015,0.5970113553294929,0.5710330882989728
LTCUSDT,volume,1096,1095,-0.22301950523734182,1.8903990649472044,172.1230237025939,4.206881691855907e-38,-0.0038474324940997373,0.2857136380766032,0.5751628728086294
LTCUSDT,dollar,1096,1095,-0.37732993863276443,2.3702548151564518,282.3101359976588,4.978893944154483e-62,-0.03868770943827054,0.005775209162526108,0.6715941606837784
NEARUSDT,time,1096,1095,0.1963634734352908,3.7218148832107234,639.0301593857257,1.723312366452276e-139,-0.0436697673482792,0.03660941076379708,0.08560961625039183
NEARUSDT,tick,1096,1095,-0.0864705323057978,5.618724337961284,1441.7487132758781,0.0,-0.04591508241268708,0.17864881115889023,0.8373880155752584
NEARUSDT,volume,1096,1095,-0.04195132559432506,0.9410461315293901,40.72521611727047,1.4342725377109795e-09,0.009668263254375297,0.2563049311889415,0.5294350416440031
NEARUSDT,dollar,1095,1094,-0.04530827898111739,0.631853923547141,18.572962956627094,9.266854361455492e-05,-0.008206597222789828,0.1725944459377421,1.0002266435278249
SOLUSDT,time,1095,1094,-1.2508928950550924,30.52510102752011,42759.0230424424,0.0,-0.06714828966212837,0.3467553431434782,0.08322820355054134
SOLUSDT,tick,1096,1095,-0.36682685920473845,4.067238402576377,779.3058425879693,5.968791720253283e-170,0.015541177785561158,0.017596008826100018,0.6577410557560947
SOLUSDT,volume,1096,1095,-0.3021882475187786,2.73170972500397,357.1300967304786,2.81958268031813e-78,-0.007420141972888434,0.15335022169211465,0.7905269756257953
SOLUSDT,dollar,1096,1095,-0.05592863266380441,5.8571531187166705,1565.7931833653918,0.0,0.02164811294959695,0.0010484330781653358,0.7657250678801694
SUIUSDT,time,608,607,0.8725284674251456,4.7245577537767005,641.5653538544527,4.851248487570029e-140,-0.017052752566076763,0.6966161269440972,0.07800914571816582
SUIUSDT,tick,609,608,-0.06300448380097791,2.694668532485604,184.35362458373382,9.292210986368894e-41,-0.035696206864347726,0.2964714939590392,0.7854341090400712
SUIUSDT,volume,608,607,-0.13182347079894216,2.4935910515335165,159.02150698149507,2.943869180900979e-35,-0.025681744951257343,0.22073842280407374,0.5870575320979465
SUIUSDT,dollar,609,608,-0.06742216645210956,2.8302283419988967,203.38551170324521,6.845375625362054e-45,-0.040846389558605256,0.006972035591663006,0.9189270255673382
TRXUSDT,time,1095,1094,3.4707145617319113,66.43239250423156,203367.5898354548,0.0,-0.02793953891157906,0.41880790083110553,0.08322820355054134
TRXUSDT,tick,1096,1095,-0.15030396511430616,2.565227570013489,304.3533161238598,8.137989575974517e-67,9.64309095207773e-05,0.7677035649372048,1.1795242509165182
