market,pair,bar_type,n_bars,skew,exkurt,jb,jb_p,ac1,count_cv
crypto,HBARUSDT,time,1095,2.002142562331916,28.837636687069605,38638.42026775831,0.0,-0.09774095472842381,0.08322820355054134
crypto,HBARUSDT,tick,1096,-0.5068928555201779,5.339629714118411,1347.7354421761424,2.202760087339434e-293,-0.07144220094204388,2.045977066274929
crypto,HBARUSDT,volume,1096,-0.1305148363290994,1.4821860075101032,103.34116569579712,3.628699396010875e-23,0.016109988886411446,1.6477509205392031
crypto,HBARUSDT,dollar,1095,-0.25699621312405385,3.6806683037867645,629.5745445897752,1.9481602102563744e-137,-0.03677397474117514,2.648655814280789
crypto,ICPUSDT,time,1096,0.1316842141678363,5.086026191033007,1183.3767813618706,1.0789390730270856e-257,0.0023655275759160398,0.09908130999272217
crypto,ICPUSDT,tick,1096,-0.021658725753451145,1.992920061013069,181.29580893569832,4.2866230362150415e-40,0.00945489634018895,1.0044568564240137
crypto,ICPUSDT,volume,1096,-0.21325112173273986,0.9730645337009207,51.4996179882628,6.561453324561387e-12,-0.03188016782079656,0.8175952060940707
crypto,ICPUSDT,dollar,1096,-0.18400700196141082,1.203721234917567,72.28729728041179,2.0091522113547063e-16,0.0033528929846145003,1.2674130874330627
crypto,LINKUSDT,time,1096,0.003535705130478899,3.4956682565942216,557.5259370282877,8.60559722034079e-122,-0.006042659638743407,0.08245921238769882
crypto,LINKUSDT,tick,1096,-0.04218196133262109,0.7300908937328985,24.644343045512105,4.451935899652466e-06,0.02375508229401559,0.6711986958890053
crypto,LINKUSDT,volume,1095,-0.18092423918640077,1.0404377679506043,55.31287112020624,9.74905784266872e-13,0.01293973136193609,0.6067659337100989
crypto,LINKUSDT,dollar,1095,-0.2728157680829766,0.9654399198423254,56.05783688416113,6.717309933273598e-13,-0.0011386038517510496,0.7339654544188533
crypto,LTCUSDT,time,1095,-0.21749989688667498,3.9038459553748686,703.3161017451774,1.8916857362778665e-153,0.0013358458350558266,0.08322820355054134
crypto,LTCUSDT,tick,1096,-0.3079756179638519,1.673504748700485,145.08814189647973,3.1225564070731245e-32,-0.031255771765679015,0.5710330882989728
