bar_type,pairs,med_abs_skew,med_exkurt,med_abs_ac1,med_jb,frac_normal,med_count_cv
time,27,0.36717006057399726,5.292379392483099,0.019858146457785292,1279.465444763459,0.0,0.08245921238769882
tick,27,0.093110156688301,1.6082809427254743,0.02660449820628185,110.89133001811254,0.0,0.7935604929003227
volume,27,0.14634309546110372,1.4821860075101032,0.025681744951257343,96.84628610819145,0.0,0.7357134468173356
dollar,27,0.15922957913234148,1.5440426850031885,0.023661577952982172,114.59371128821351,0.0,1.022070376827666
