true_vol,bvc_vol,tick_vol,true_dir,bvc_dir,tick_dir,vol_drop_true_to_bvc,vol_drop_true_to_tick
0.5222625757377445,0.5465582994505093,0.5259747918997328,0.506592421558285,0.5118421266895659,0.5073708274122176,-0.024295723712764783,-0.0037122161619883576
