pair,n,d_star,adf_stat_at_dstar,adf_p_at_dstar,corr_level_at_dstar,corr_level_at_d1,window_len,error,ann_vol_proxy,trend_strength
ERAUSDT,7595.0,0.1,-3.3081696887704406,0.014517215404266471,0.9496228676556728,-0.007245058151917551,4076.0,,0.011386539544237705,2.4020044243342635
ESPORTSUSDT,7314.0,0.15,-3.7007739166225577,0.004102281468797414,0.9776061780274948,0.04022245355565699,3901.0,,0.029449130219214185,0.5460526705957722
ETCUSDT,55820.0,0.05,-2.908854356815213,0.044328002284287765,0.9975298816257546,0.008441937054790632,3237.0,,0.01120394582182009,0.035879780794004446
ETHBTC,27112.0,0.0,-17.703328794624657,3.528845111629987e-30,0.9999999999999999,0.18176315076700347,1.0,,0.12777571910003366,0.04151681979269744
ETHFIUSDC,18189.0,0.1,-2.9442173866670758,0.04044245954086867,0.9858040723005778,0.009404122011510732,4076.0,,0.013268148197676877,1.253207507599305
ETHFIUSDT,19261.0,0.1,-2.952288745794898,0.03959668689801799,0.9850626959828869,0.01037731550280647,4076.0,,0.013792677708732366,1.135027171868382
ETHUSDC,21040.0,0.1,-3.2971922955346513,0.015004446398310146,0.9824952550174448,0.015204454566600807,4076.0,,0.007186750340431206,0.09823235073949811
ETHUSDT,57021.0,0.05,-3.374727141102859,0.011851191500865837,0.9986104897484137,-0.0018000050154199983,3237.0,,0.008554176353589193,1.2863491669008322
ETHWUSDT,21928.0,0.2,-4.038403951498178,0.0012222429397148776,0.9743474136117479,0.012891310258711186,3382.0,,0.012032488953661546,1.3082991845403897
EULUSDT,5486.0,0.2,-3.0429195311057273,0.031076042673088142,0.9461080691852377,-0.01163706402737512,3382.0,,0.013626351501902136,1.9332702667354995
EVAAUSDT,5730.0,0.15,-3.1348279008445705,0.024080847641914035,0.9726761873007388,0.006947126696006955,3901.0,,0.024875102243698863,1.3582768653870658
FARTCOINUSDT,12605.0,0.15,-3.1820952814825696,0.021044749639825975,0.9722926226913091,0.016438788252397266,3901.0,,0.02150348017507355,0.7744440945453518
FETUSDT,29497.0,0.15,-3.7324947281826124,0.003678621451949301,0.9720315970702831,0.007962248275468063,3901.0,,0.012881980193785286,0.011300520313948107
FFUSDT,5823.0,0.0,-4.2928401756330805,0.0004570664379793785,1.0,-0.011833826354496797,1.0,,0.016937532308873557,1.1254369091174776
FHEUSDT,9901.0,0.1,-3.273408422392233,0.01610977656494568,0.9805846937681709,0.023543001624842592,4076.0,,0.028214717335066343,0.5250250494628728
FIDAUSDT,14824.0,0.15,-3.238424778426543,0.01786549072551361,0.9698677715291182,0.0045757095323461375,3901.0,,0.01412570835820335,1.4611495599380513
FILUSDC,18525.0,0.15,-3.5629051552959066,0.006511110717069879,0.9792437293621247,0.009846955646407108,3901.0,,0.010441965916013334,1.2356588743436625
FILUSDT,49246.0,0.1,-3.1732376050501885,0.021587000523638107,0.995905260370462,0.004732044602639828,4076.0,,0.011884733120765902,1.4893266117857098
FLOCKUSDT,6310.0,0.05,-3.5643404301696835,0.0064805191985148934,0.9638141106158198,-0.009059060712269184,3237.0,,0.013297258027188315,2.0101439022459755
FLOWUSDT,37681.0,0.2,-4.1763093633297625,0.0007224556020184003,0.9794362373119593,0.006972504549363869,3382.0,,0.010962591623910143,2.5940460748786487
FLUIDUSDT,5941.0,0.15,-3.304812245159076,0.014664732579687756,0.9037834659466869,0.0021521996372356987,3901.0,,0.01220320668322745,1.8329160276086565
FLUXUSDT,15213.0,0.15,-3.8689138710896915,0.002275915700668618,0.9713433320617628,0.00757324448031012,3901.0,,0.013030097739176023,1.4367720729471718
FORMUSDT,10479.0,0.1,-3.862241706035829,0.0023309855127072125,0.9736985799348925,0.010421137508501528,4076.0,,0.015226696403826208,1.3530296888793847
FUSDT,8296.0,0.05,-3.3029236908700734,0.014748290182348573,0.9953739312132409,0.027627296035214768,3237.0,,0.01718204763966951,0.4020928116689248
GALAUSDT,41156.0,0.1,-2.926929461302721,0.04230489301355289,0.9907713028757514,0.00891843311038689,4076.0,,0.013385863806208721,1.3330969045914085
GASUSDT,22754.0,0.1,-3.8038243452758795,0.0028684284093493254,0.9866296871616604,0.015126732405512471,4076.0,,0.01146347391879185,0.43996693820845656
GIGGLEUSDT,5587.0,0.1,-2.9596762111084014,0.038835606898918025,0.9875351979120893,0.019930511435301727,4076.0,,0.026980040406273914,0.6653006549436962
GLMUSDT,19861.0,0.1,-3.7021007857445296,0.004083701555813852,0.9870306087614341,0.017020110177206362,4076.0,,0.011318766295143546,0.648550225866177
GMTUSDT,36888.0,0.2,-4.054373153830478,0.001151087090214944,0.9841303039511631,0.009900574276846624,3382.0,,0.012638922094883213,1.4101227521887847
GMXUSDT,28742.0,0.15,-3.9505504794943227,0.0016927667111880003,0.9844158293268372,0.0072227084698863915,3901.0,,0.010020056551214988,1.4781643053961326
GOATUSDT,13983.0,0.2,-4.150316098204623,0.0007987925611040002,0.9473327993405536,0.0016272833988283004,3382.0,,0.016722095345882964,1.9653648678725786
GPSUSDT,11195.0,0.0,-3.1061848119765743,0.02609885755738846,1.0,-0.005522746850585284,1.0,,0.016740153135012214,1.5859126508099592
GRASSUSDT,13621.0,0.15,-3.533590109283942,0.007165190017141902,0.9615200573041331,0.004670535724608894,3901.0,,0.01620158732505525,1.0509018322779007
GRIFFAINUSDT,12303.0,0.15,-4.156052755415662,0.0007813212276669799,0.9482222604765917,-0.00032540976644785877,3901.0,,0.019984375419311685,1.6501940910204496
GRTUSDT,47704.0,0.1,-2.9052442228288347,0.04474155552219669,0.9924870346825295,0.008866434383085061,4076.0,,0.013277672225622593,0.8820085250576403
GTCUSDT,43536.0,0.1,-3.0357028056593567,0.03169207017533491,0.9963799769903889,0.0046663516563693296,4076.0,,0.014165511847752688,1.727732069788642
GUNUSDT,10191.0,0.15,-3.9805536676021367,0.0015158318379106146,0.9541169548606644,0.011654903563370664,3901.0,,0.016489154871695465,1.6200125421570368
GUSDT,15664.0,0.15,-3.148468900439503,0.02316807379071893,0.9832859353264022,0.006080858539859403,3901.0,,0.01006658254992553,1.9272667773293806
HAEDALUSDT,9457.0,0.15,-4.181878520649151,0.0007070171582359652,0.9306937905937279,0.012854218945872563,3901.0,,0.014048935437832985,1.0575509266227645
HANAUSDT,5897.0,0.05,-4.407626518079316,0.0002877423018883914,0.9586810206887372,0.01729527616726931,3237.0,,0.025270913820500653,0.42065027737011607
HBARUSDC,10770.0,0.15,-3.3685595593108864,0.012078523605150757,0.9741669980663106,0.010192245057733081,3901.0,,0.008954354815454355,0.9778176610512357
HBARUSDT,45597.0,0.1,-3.6621165977889962,0.00467869677785195,0.9869385040820817,0.007223118452104745,4076.0,,0.011687558770758796,0.4738578857919207
HEIUSDT,11299.0,0.2,-3.660740896939391,0.004700508536749966,0.95378609340775,-0.00017899200566792188,3382.0,,0.014959879789839687,1.1622750762128369
HEMIUSDT,6576.0,0.05,-2.8720733147244246,0.048693203530489296,0.9906237237168377,0.0140846216797158,3237.0,,0.01952431257823769,0.821630179451246
HFTUSDT,27592.0,0.2,-4.022411525143512,0.0012975991436968736,0.9797338073203157,0.01017493191590756,3382.0,,0.011967526535659384,2.034499921541715
HIGHUSDT,28994.0,0.15,-3.4430209148926982,0.009576850311176383,0.9832848426782831,0.009301229058258672,3901.0,,0.013878713248324528,1.4754809659153778
HIVEUSDT,12545.0,0.2,-3.723061772590909,0.0038002184464903457,0.9750728053592578,0.009594508263481573,3382.0,,0.010341613976729667,1.5794594999378058
HMSTRUSDT,14655.0,0.2,-3.1612781545550765,0.022338337138726395,0.9746932628618119,-0.0011123930896270937,3382.0,,0.013600695495690597,2.387516012909649
HOLOUSDT,6256.0,0.0,-4.023563756690787,0.0012920282374312077,1.0,-0.02312700099856146,1.0,,0.013075761949341805,1.841387008594576
HOMEUSDT,8489.0,0.15,-3.1376968196466475,0.023886341232871824,0.9593434013883698,0.023008259873444032,3901.0,,0.01245495208850157,0.09931746202161679
HOTUSDT,45284.0,0.1,-3.1036825201849068,0.026281863081704555,0.9932961511373907,0.005180654779793921,4076.0,,0.012215892920697642,1.4487351118958824
HUMAUSDT,8847.0,0.0,-3.0555731077699537,0.03002049988109465,0.9999999999999999,0.008251657850841827,1.0,,0.014250088674052678,0.7661978296143818
HUSDT,8126.0,0.1,-3.388612393380139,0.011353254400224068,0.9797532743417365,0.0200144784267253,4076.0,,0.025131142015553956,0.8262967390650662
HYPERUSDT,9663.0,0.1,-4.92793646128612,3.076093073005845e-05,0.9563791968316944,0.016975002763849986,4076.0,,0.01607895010022218,0.6503484752405096
HYPEUSDT,8754.0,0.2,-4.382332039814298,0.00031894853380609047,0.9291612628456226,0.03058070518458671,3382.0,,0.010720729234118686,0.6679692553396589
ICNTUSDT,7930.0,0.0,-3.215772081658992,0.01908968952650766,1.0,0.0379885357139637,1.0,,0.01975550420537771,0.24130721720114778
ICPUSDT,32186.0,0.1,-3.348132995439153,0.012859322531861518,0.987345202347354,0.012093756138647738,4076.0,,0.010742033021011666,0.4367609337049058
ICXUSDT,49990.0,0.15,-3.98565271104238,0.0014875294915020947,0.9877561132895083,0.00843315900443259,3901.0,,0.01221133487432043,0.962129148557867
IDOLUSDT,7915.0,0.05,-2.9245000915627286,0.04257225008662673,0.9935938630627189,0.020059586725659915,3237.0,,0.01608353377967608,0.4834388566846908
IDUSDT,27926.0,0.15,-2.8708546892468187,0.048843690313417294,0.9869037911481168,0.010862665446811208,3901.0,,0.011746233695004108,1.2479891367166558
ILVUSDT,22356.0,0.2,-3.9856009683736326,0.0014878142039608825,0.9773868750139126,0.007108843859849361,3382.0,,0.011597532778140312,1.8086831578945854
IMXUSDT,37652.0,0.15,-3.9283399086026507,0.0018359027396018996,0.9792052129055603,0.01006543793762442,3901.0,,0.012322569726354088,1.1639987595164032
INITUSDT,9814.0,0.1,-4.931650038358246,3.025064176716008e-05,0.9232850937303838,0.008240637260311046,4076.0,,0.015400789576722656,1.4970461140559013
INJUSDT,33170.0,0.1,-3.0186864267078803,0.03318579116913481,0.9851807960435744,0.003977078589944647,4076.0,,0.01228121825033306,0.5002371333662391
INUSDT,7098.0,0.0,-2.9558101124645724,0.039232360832908424,1.0,0.039088695073889373,1.0,,0.020308511111758763,0.129525387439566
IOSTUSDT,54956.0,0.15,-4.092305769736733,0.0009972790648592425,0.9854929652879761,0.009558413219853136,3901.0,,0.012148315176302507,0.6350777939138965
IOTAUSDT,55167.0,0.1,-3.172364623222991,0.02164109326157628,0.9923333794850635,0.009284028234869833,4076.0,,0.011998860501715784,0.6051040409932396
IOTXUSDT,42049.0,0.1,-3.0286284043016884,0.032305988354831935,0.9909663308679433,0.00917698437678393,4076.0,,0.012464230903563035,1.3350936092482062
IOUSDT,17222.0,0.2,-3.57001069764015,0.006360930241859824,0.9712554323137347,0.004733865446692306,3382.0,,0.014459057967099261,1.6012801445433336
IPUSDC,10817.0,0.25,-3.6657752942794444,0.004621136357720662,0.9500904670799736,0.016812864280715236,2804.0,,0.014047881130168428,1.7218198503706044
IPUSDT,11286.0,0.25,-3.854452522101263,0.0023968315135674914,0.94858322939584,0.018320678888914126,2804.0,,0.0158028650992,0.8296695713657453
JASMYUSDT,36025.0,0.1,-3.1630451608556656,0.022225920904905192,0.988347126657625,0.008526252345624178,4076.0,,0.012871505388822556,0.5730452693139535
JELLYJELLYUSDT,10308.0,0.05,-3.7954836372224947,0.002953862775607113,0.9905354207417545,0.021726778004676286,3237.0,,0.024843144333449488,0.3541358425569702
JOEUSDT,27784.0,0.15,-3.0513809054448293,0.03036677114446563,0.9862977175178733,0.01155556261396075,3901.0,,0.011708549074954559,1.338709686391971
JSTUSDT,9523.0,0.2,-2.964612682713613,0.038333902442676204,0.9844436447366057,0.028238800867020145,3382.0,,0.006409652650718991,1.3759029028660876
JTOUSDT,21685.0,0.15,-3.208725063153542,0.019485160731528284,0.9833025685822085,0.009792557146683586,3901.0,,0.013701544821190119,0.8826781475962348
JUPUSDT,20386.0,0.15,-3.516476500766997,0.0075738892231375235,0.979811686129084,0.012390515493662477,3901.0,,0.012453951914265632,0.717059356892699
KAIAUSDT,12998.0,0.2,-3.9027145394296108,0.002014960167592754,0.9575734790226573,0.0009377231228520041,3382.0,,0.00963944894740718,1.8173785774066364
KAITOUSDC,10818.0,0.15,-3.183263844034682,0.02097410296627958,0.9560805288393609,0.007989020527197391,3901.0,,0.011929184412094939,1.1219060162543972
KAITOUSDT,11127.0,0.15,-3.2032517583096545,0.019797224565471824,0.958317438129681,0.013478711552281997,3901.0,,0.013662470638019343,0.6122230525127523
KASUSDT,22202.0,0.15,-3.92180137282755,0.0018801324797140956,0.9816519691234278,0.014264698811255475,3901.0,,0.011472605318664902,0.8172885178923136
KAVAUSDT,51160.0,0.15,-3.213508247214386,0.019215963390175953,0.9919161925437509,0.009266946688969659,3901.0,,0.013004763402344844,1.3129501546697209
KERNELUSDT,9856.0,0.1,-3.5596332313459285,0.006581337473122156,0.9672456412657877,0.009962207354700907,4076.0,,0.015620367652497203,1.1350041705306058
KGENUSDT,5630.0,0.0,-4.024926201888044,0.001285469750721826,1.0,0.055468448504124336,1.0,,0.02384290799067852,0.34926047920085157
KITEUSDT,5101.0,0.2,-3.5643919434450844,0.00647942366292194,0.9304621651006382,0.024081302528421195,3382.0,,0.017423349931202942,0.2635316429818387
KMNOUSDT,12609.0,0.2,-4.500703308241829,0.00019606530201195238,0.9604001680706732,0.006816155941752601,3382.0,,0.012174633038001622,1.7175078625242233
KNCUSDT,52028.0,0.1,-3.402670349866738,0.010868175710598244,0.9934504728870326,0.010590181577088466,4076.0,,0.012529132240747969,0.7633933981967524
KOMAUSDT,12856.0,0.1,-3.0318674568327166,0.03202366111661846,0.9881801480170342,0.003820449531776134,4076.0,,0.01856302948015091,1.4181430454318813
KSMUSDT,49293.0,0.15,-3.6888467680805093,0.004272797645046828,0.9896565323000585,0.008297924938574895,3901.0,,0.012754850749956671,0.6704344409881823
LABUSDT,5385.0,0.25,-3.3211374203132293,0.01395966786710266,0.9607502122200893,0.03843857751331919,2804.0,,0.035721346329290235,1.0961270615850134
LAUSDT,8611.0,0.15,-3.063399045256742,0.029383087786254498,0.9815618487314218,0.009414372134705782,3901.0,,0.014393399369419671,1.7640232443641177
LAYERUSDT,11341.0,0.2,-3.292568056520768,0.015213968684574098,0.9705498583950138,0.00955761199059645,3382.0,,0.013275297782564997,1.5614010536296221
LDOUSDT,32296.0,0.1,-2.943276826398709,0.0405419933798855,0.991931435371179,0.013713282539087398,4076.0,,0.012130642992589839,0.8138791834556578
LIGHTUSDT,5873.0,0.05,-3.0289798084960706,0.032275256923735465,0.9706155406966054,0.02190406114978901,3237.0,,0.036842780591681355,0.7703841120669663
LINEAUSDT,6495.0,0.05,-3.0938314321958784,0.027013070869181744,0.9784387952617768,-0.016231659658482413,3237.0,,0.012968295321352623,2.7386175024789132
LINKUSDC,20012.0,0.1,-3.4889872511601427,0.00827447043398471,0.9844247234246876,0.016848912945836413,4076.0,,0.009576645961010452,0.562784808820522
LINKUSDT,55796.0,0.0,-2.8996332804396574,0.04539065858937544,0.9999999999999998,0.007080262724849668,1.0,,0.01155971916821181,0.4394390781381559
LISTAUSDT,17008.0,0.1,-3.4441897961945482,0.009541579895007746,0.9867081101899311,0.014414046642800759,4076.0,,0.014972823085572356,1.1743840717229221
LPTUSDT,39865.0,0.05,-3.0051220169798496,0.03441882911396047,0.9974905211046596,0.005955648381510476,3237.0,,0.013164154626401001,1.3134004747577035
LQTYUSDT,28240.0,0.1,-3.0629028415749477,0.029423157180043624,0.9896252237705236,0.013995389315431197,4076.0,,0.012366482585569284,0.9072254070676686
LSKUSDT,20534.0,0.2,-4.189095177953221,0.0006874724542290277,0.9756505918492782,0.010417691797576952,3382.0,,0.010729682100227596,1.5732680902753113
LTCUSDC,18693.0,0.1,-3.5191912098673095,0.007507687246737603,0.9842306496860673,0.01860831524411543,4076.0,,0.008444686818689243,0.5433393936854132
LTCUSDT,55983.0,0.05,-3.7546352309751994,0.0034070930954236303,0.9969992861565347,0.011181502435543044,3237.0,,0.009979542991988574,0.05687974022721364
LUMIAUSDT,12665.0,0.15,-3.2656585744008932,0.016485083408198223,0.956129557197606,-0.005327298559348359,3901.0,,0.013776868795089622,1.8931672578432064
LUNA2USDT,32593.0,0.15,-3.816619904858438,0.0027417762429026303,0.9856364346248512,0.0014248710711563999,3901.0,,0.012922641507517554,1.9736883357869868
LYNUSDT,5661.0,0.1,-3.129884320986025,0.02441921798274996,0.9450009995843696,0.021870329012849646,4076.0,,0.029215565089634087,1.0750142568723908
MAGICUSDT,29305.0,0.15,-3.3916639463631926,0.011246350942972006,0.9829733881412805,0.008906684004343508,3901.0,,0.013334864122190565,1.3219442915761315
MANAUSDT,45645.0,0.15,-3.994603499095794,0.0014390340241740964,0.9809913088640106,0.009922295441142986,3901.0,,0.012432000126032114,0.9328999881920143
MANTAUSDT,20702.0,0.15,-2.8676980462021726,0.04923528330262933,0.9843959683271818,0.0037242221644293656,3901.0,,0.01274447568742602,1.8157431777899407
MASKUSDT,41689.0,0.1,-3.6920339113877887,0.004226609844282718,0.9883019772776683,0.00803452644281294,4076.0,,0.013723605377879854,1.2403829644428235
MAVIAUSDT,10307.0,0.1,-3.3214725606121895,0.013945512742388786,0.9789365358886601,0.004491939030075426,4076.0,,0.016026886007748476,1.6146274413688964
MAVUSDT,25576.0,0.2,-3.720805193418982,0.003829847634348292,0.9808147258418587,0.009147956641066437,3382.0,,0.013115096867545528,1.7162016180909643
MBOXUSDT,15355.0,0.15,-3.236069124546415,0.017989513801819273,0.9773582754879971,0.010951741493526021,3901.0,,0.012989205502174552,1.7051655730679849
MELANIAUSDT,11875.0,0.0,-6.8332206721303015,1.8706082045352086e-09,0.9999999999999999,-0.04049729704950801,1.0,,0.014745182799830102,2.933386608069557
MEMEUSDT,22528.0,0.2,-3.6398285075405603,0.005043687450852893,0.9801585798819137,0.007818347951176526,3382.0,,0.014278837520060777,1.8160855579263258
MERLUSDT,8780.0,0.25,-3.414042507605238,0.010489377380983782,0.9350888620476296,0.01688910802984335,2804.0,,0.01733209851564537,1.0710480317214588
METISUSDT,19412.0,0.2,-4.006364219658084,0.00137755052459472,0.9743988213776629,0.004460833208069351,3382.0,,0.01222368471224401,2.173611847225352
METUSDT,5531.0,0.0,-3.9257149095143213,0.0018535422173375574,0.9999999999999998,-0.02317601466119564,1.0,,0.013685022083813952,2.4315977162606313
MEUSDT,12851.0,0.25,-4.246352732477248,0.0005494581680099735,0.9680724977541054,-0.0008060213245487071,2804.0,,0.011984977967931161,2.9649290100562022
MEWUSDT,17078.0,0.15,-2.8993440044491585,0.04542433402541727,0.9808773337170689,0.012781355885686765,3901.0,,0.01328586654562146,1.2954874406964267
MINAUSDT,28985.0,0.2,-4.191391149201013,0.0006813615736404314,0.9773895518228995,0.010281164324053425,3382.0,,0.011317761713763086,1.4112907179407193
MIRAUSDT,5896.0,0.0,-5.908489741807068,2.6733414593900913e-07,1.0,-0.05168423812855824,1.0,,0.012676394088796417,2.9720424549927404
MITOUSDT,6588.0,0.15,-3.1578632723616535,0.022556986313813573,0.922904271378512,0.016769025160624423,3901.0,,0.018207962335002523,0.9181394309457463
MOCAUSDT,12708.0,0.2,-3.098748702768762,0.02664592877228711,0.9747378823811729,0.006987719346230047,3382.0,,0.012862488640383411,1.9861648965349152
MONUSDT,5559.0,0.0,-3.360989688393935,0.0123628303009191,1.0,0.004717661525820718,1.0,,0.018238386674764424,1.0656079085676737
MOODENGUSDT,13961.0,0.15,-3.6698359508395155,0.004558008718642535,0.958758251953112,0.013944726836038285,3901.0,,0.01939956354333023,0.48296457872411813
MORPHOUSDT,13161.0,0.05,-3.4663400174963432,0.008894822981177794,0.9955020336639318,0.022695092917574905,3237.0,,0.013178785535528557,0.2554144279579215
MOVEUSDT,12873.0,0.2,-3.1758851622836635,0.021423665976615748,0.9767521141589297,0.006464727227745468,3382.0,,0.013535217719529796,2.4971666446435306
MOVRUSDT,21255.0,0.15,-3.8591572635786955,0.0023568574106120252,0.9774806960390705,0.006975263396257374,3901.0,,0.013806751267216434,1.4873077111613102
MTLUSDT,45260.0,0.1,-4.0669363001787735,0.0010978474769727407,0.9920408323235506,0.008545478577129652,4076.0,,0.012626652758334501,1.1610364402274926
MUBARAKUSDT,10527.0,0.0,-3.0075977953098385,0.034190928107548535,1.0,0.00891991266711634,1.0,,0.01772403906827455,1.1651883101541909
MUSDT,7843.0,0.0,-3.1751270786459322,0.0214703241715958,1.0,-0.004180707535579504,1.0,,0.019951732824853914,1.5534888442670027
MYXUSDT,8296.0,0.25,-3.4617685978548485,0.009024989824346095,0.9361715084230595,0.004706832072605782,2804.0,,0.031041887328855287,0.35140817992622003
NAORISUSDT,7264.0,0.0,-3.0353625226126524,0.03172137146973108,1.0,0.034897978539665565,1.0,,0.03176840165776039,0.16693470329097423
NEARUSDC,18693.0,0.1,-3.00779744626478,0.03417260551280606,0.9862971322265737,0.006567034170339503,4076.0,,0.010905572586871857,0.7425179832201311
NEARUSDT,49268.0,0.1,-4.045670765663455,0.0011893689750082914,0.9871992463054539,0.00835707386971218,4076.0,,0.013537010191439318,0.2529036954856882
NEIROUSDT,14897.0,0.15,-3.272763114503947,0.0161407382943361,0.9620569730702886,0.011503974766664222,3901.0,,0.016957402942275678,0.6852503408184409
NEOUSDC,18524.0,0.15,-3.3168183468025987,0.014143229055441527,0.9791989145375731,0.008877736818188467,3901.0,,0.009666424695897713,1.3534754018117716
NEOUSDT,55047.0,0.1,-3.2550548722191137,0.01701101896442113,0.992620924034789,0.00990503136636534,4076.0,,0.011447253999817567,0.6157763271909303
NEWTUSDT,8270.0,0.1,-4.163902985259227,0.0007579934639650698,0.9289291035085856,0.011510177537272497,4076.0,,0.013744605879630856,1.0006614439473012
NFPUSDT,21231.0,0.2,-3.5852178401143444,0.0060500012789595275,0.9788759162814555,0.005313166634086307,3382.0,,0.013228996715892978,2.505955980080452
NILUSDT,10359.0,0.2,-3.7526856426876773,0.0034302426496351465,0.934801681349975,0.00228325021412751,3382.0,,0.01568684845260724,1.5155932583972271
NMRUSDT,25744.0,0.1,-3.9629133718211964,0.0016176551762935754,0.9839986628468894,0.015530773513488999,4076.0,,0.012358866731908487,0.2511958586340481
NOMUSDT,5780.0,0.15,-3.326335326290395,0.013741549146404856,0.9458601471959441,0.00030975314083477994,3901.0,,0.020747332994690122,1.86077153796575
NOTUSDT,17841.0,0.2,-3.836139168603624,0.002558468233553524,0.9729281973455939,0.008752522398225855,3382.0,,0.014199834114974524,1.3920369793062781
NXPCUSDT,9118.0,0.0,-3.631432309476503,0.005187774014427943,1.0,-0.015778309919472457,1.0,,0.011022392557852895,1.8629001964734788
OGNUSDT,45237.0,0.1,-3.388142809775539,0.011369785115089627,0.9939813986524808,0.004251090700872053,4076.0,,0.01412015910597952,1.4874368798421664
OGUSDT,9187.0,0.25,-3.795802917343466,0.0029505497294993774,0.9175578834303801,0.013278746455455692,2804.0,,0.013060285610138637,0.5224347006644599
ONDOUSDT,20655.0,0.15,-4.102013325129259,0.0009611295119993685,0.9735698859418214,0.00820657814228892,3901.0,,0.013103311220380295,0.3212746348191071
ONEUSDT,45573.0,0.15,-3.377871583387852,0.011736759630978385,0.9858815219736252,0.008425431738064959,3901.0,,0.01355695684704303,1.3035445870099565
ONGUSDT,21951.0,0.15,-3.506217188660962,0.007828851753698974,0.9861850306341101,0.011295470380750796,3901.0,,0.010455425533631062,1.3020353171528734
ONTUSDT,55196.0,0.1,-3.3004966559904383,0.014856288546896938,0.9939228734035838,0.008615928517063274,4076.0,,0.012216008987617284,1.0022778482867223
ONUSDT,5228.0,0.0,-4.710118969977629,8.054561575173174e-05,0.9999999999999999,0.02202143940026459,1.0,,0.020800894126240185,0.6969311368763924
OPENUSDT,6322.0,0.0,-4.163354677062316,0.0007596013393825613,1.0,-0.02123344744727428,1.0,,0.01465860148986238,1.818624484618548
OPUSDT,35001.0,0.15,-2.951967171826341,0.039630098145362065,0.9870662480479679,0.013333581764445808,3901.0,,0.012409454131728488,1.0352455695655358
ORCAUSDT,12944.0,0.0,-3.110241565320001,0.025804492315922464,0.9999999999999999,0.005011205587149885,1.0,,0.014614403037101278,1.0516300296315215
ORDERUSDT,5896.0,0.05,-4.489109724657824,0.00020574418083418083,0.9451478313308117,0.008832572268103644,3237.0,,0.01471774204291327,1.2871296630608369
ORDIUSDC,19869.0,0.15,-3.245852272619228,0.017479324015747342,0.9765295085909134,0.005175390436742544,3901.0,,0.013713282730192946,1.531515097835372
ORDIUSDT,22427.0,0.15,-3.1676936985811146,0.021932520081112378,0.9808344573237019,0.010122547289766519,3901.0,,0.014822296238652367,0.5275466054321704
PARTIUSDT,10335.0,0.1,-4.017445271919277,0.0013218676678374947,0.9686289626971438,0.013497010084946857,4076.0,,0.017674721123874453,1.2135290749823457
PAXGUSDT,10290.0,0.1,-3.1736398841969806,0.021562113520927118,0.9609635424197415,0.0026879073255691656,4076.0,,0.0027422353413703374,1.4145534445088208
PENDLEUSDT,24890.0,0.1,-3.631433111406655,0.005187760075585369,0.9764233479240474,0.00699876995687395,4076.0,,0.012559501093743656,0.2837863436451275
PENGUUSDC,7461.0,0.1,-2.8759074973264096,0.04822221487239084,0.9452898025221871,-0.0008688833056745535,4076.0,,0.012220569796607857,1.605180969943245
PENGUUSDT,12679.0,0.2,-3.9261633645202245,0.0018505175965506996,0.9241587530774592,0.009722234520407061,3382.0,,0.015221445939294797,0.825647384730094
PEOPLEUSDT,38831.0,0.05,-2.894327775431614,0.04601158719372508,0.9972167524554765,0.008544997166369046,3237.0,,0.016079553333382488,1.0371139387669153
PHAUSDT,12377.0,0.15,-3.8346107394142703,0.002572403291133992,0.9616193565366806,-0.00196396674015449,3901.0,,0.013874133360379326,1.5284518699836767
PIPPINUSDT,11777.0,0.2,-3.962684039452927,0.0016190198434609746,0.9198154598560325,0.011739672147024075,3382.0,,0.030331228647095337,0.5688890894964951
PIXELUSDT,19933.0,0.2,-3.6540344320994187,0.004808172833249341,0.9694342367504126,0.003686300240928114,3382.0,,0.014439360602979503,2.1708103798708485
PLAYUSDT,7267.0,0.15,-3.4880455730237343,0.008299469513658947,0.9607833750617409,0.02755576417190925,3901.0,,0.027202867448466977,0.39917363914986265
PLUMEUSDT,10431.0,0.2,-3.247207230387491,0.017409671406785763,0.9480660747918846,0.00375031725936912,3382.0,,0.013540535334012078,1.9999530748428127
PNUTUSDC,10770.0,0.15,-3.1206670274045045,0.02506106273912062,0.9658292729403033,0.012328092859405594,3901.0,,0.013776332110759076,0.8869806889858853
PNUTUSDT,13552.0,0.2,-4.255918456928092,0.000529115836654515,0.9486351688727203,0.01024914950829628,3382.0,,0.017122794191695215,1.002500642119439
POLUSDT,14967.0,0.15,-3.6320203379233233,0.0051775622694270875,0.960955428207009,0.009719071379598043,3901.0,,0.009550319233454549,1.3146687696226038
POLYXUSDT,22749.0,0.15,-3.600730666936752,0.005747074322102051,0.9846759788459136,0.011415113677981124,3901.0,,0.011857599491598658,0.9749375819053523
POPCATUSDT,15490.0,0.15,-3.3484694005481557,0.01284610958819559,0.9645800616317708,0.010889034552424733,3901.0,,0.016562961639792453,1.1671268191504673
PORTALUSDT,19692.0,0.2,-3.694155907470596,0.004196111514170482,0.9794713630902406,-0.00026084262587877026,3382.0,,0.014634422198026324,2.818521065962168
POWRUSDT,22706.0,0.15,-3.9147507935316193,0.001928931792400303,0.9818276838591581,0.013323419290637361,3901.0,,0.010594954079840076,0.8560682177179139
PROMPTUSDT,9934.0,0.05,-3.349039174975294,0.012823758065769755,0.9972114288740346,0.013264926867154695,3237.0,,0.017605852038955407,0.979079157380791
