market,instrument,d_star,adf_stat,adf_p,corr_level_dstar,corr_level_d1
crypto,ENSOUSDT,0.1,-3.145011650365752,0.0233965370295687,0.9649151319681264,0.0200258903133331
crypto,DUSDT,0.1,-3.1688412853951027,0.0218606068058622,0.9835815330873134,0.0022163195951161
crypto,DEEPUSDT,0.1,-3.9725132226997792,0.0015614801156117,0.9542434574981796,0.0106381905960386
crypto,CVCUSDT,0.1,-3.6248367976442495,0.0053035736405734,0.9683362240341796,0.0040376238218759
crypto,SOLUSDC,0.1,-3.2796412793580028,0.0158134012489592,0.9872133329202484,0.0169159503552187
crypto,DASHUSDT,0.1,-3.8561612541534944,0.0023822413094682,0.990846073351445,0.0077515333318266
crypto,CTKUSDT,0.1,-3.004001928062129,0.0345223569418788,0.9839510836723988,0.0137939976079312
crypto,RUNEUSDT,0.1,-3.019324225100429,0.0331287468228581,0.9904881375140324,0.0082145800097339
crypto,RSRUSDT,0.1,-3.727011535938745,0.0037488622832516,0.991492582247687,0.0084867717455606
crypto,SCRTUSDT,0.1,-3.467967555580095,0.0088488883295827,0.9823857139948228,0.0132226712376411
crypto,RVNUSDT,0.1,-3.644285518945308,0.0049686897423099,0.9934656302649496,0.0060561978426703
crypto,SIRENUSDT,0.1,-2.989706828228007,0.0358668983561921,0.9862682104676376,0.0217454984084351
crypto,SKLUSDT,0.1,-3.2414225695922765,0.0177087417291504,0.9933259563887276,0.0092341195049349
crypto,SLPUSDT,0.1,-3.35492748080369,0.0125947780760099,0.9518091522987528,0.0025605123720318
crypto,SNXUSDT,0.1,-3.1450472506518725,0.0233941745961038,0.9947857386591432,0.0092773081018852
crypto,RIVERUSDT,0.1,-3.5766106882619666,0.0062242506175158,0.9301969529823,0.0213189618997018
crypto,CTSIUSDT,0.1,-3.827955317215633,0.0026339023902985,0.9903832765423444,0.0068035998976153
crypto,RIFUSDT,0.1,-3.961833899405372,0.0016240880350112,0.981644505933596,0.0093854764948932
crypto,BNTUSDT,0.1,-3.4345212952643585,0.0098368495185504,0.9864196901593856,0.0163038453965452
crypto,BNBUSDC,0.1,-3.6907243550362834,0.0042455323300391,0.9800991709339932,0.003855014525549
crypto,BLUAIUSDT,0.1,-3.0180941364906877,0.0332388397888195,0.9516227923951952,0.0153236506512803
crypto,CELRUSDT,0.1,-3.190831422971219,0.0205215642902422,0.9927614198903424,0.0079515881158
crypto,CARVUSDT,0.1,-4.941471824519269,2.8939993897415255e-05,0.8198806326741743,0.0060183576085036
crypto,CFXUSDT,0.1,-3.523192569973729,0.007411058946143,0.9854395711688684,0.0126488927079054
crypto,CHRUSDT,0.1,-2.9903358441364656,0.0358068203112639,0.9928169813650776,0.0111412540163381
crypto,CHZUSDT,0.1,-3.466962609465813,0.0088772261286225,0.9917318437691156,0.0073629147314932
crypto,COMPUSDT,0.1,-3.0508815497585484,0.0304082432504074,0.9932721839938756,0.0078351851908653
crypto,COSUSDT,0.1,-3.030528561641358,0.0321401089319114,0.9865629374389788,0.0073644951674632
crypto,COTIUSDT,0.1,-3.1149591286928344,0.0254657708773083,0.9929178133430197,0.0092632501530384
crypto,COWUSDT,0.1,-3.4026159166755083,0.0108700177835491,0.9828625451346706,0.0178277773182595
crypto,CRVUSDT,0.1,-3.945296805927575,0.0017256561298344,0.9906727411925996,0.0080876164617326
crypto,BATUSDT,0.1,-4.081713351180202,0.0010381730378069,0.9902797120702792,0.0100182930586863
crypto,BSVUSDT,0.1,-3.033733307515692,0.0318619799757355,0.9916034223133148,0.0125305034983649
crypto,BTCUSDC,0.1,-3.069379985737004,0.0289037678411962,0.9817402707629712,0.0033416059414981
crypto,BULLAUSDT,0.1,-3.4039710925776854,0.0108242399627497,0.977144331332502,0.0212559949951727
crypto,AUCTIONUSDT,0.1,-3.5691096586501527,0.0063797991740353,0.9873577846471624,0.0122561631779823
crypto,ARKUSDT,0.1,-3.388375187956186,0.0113616020491934,0.9871355215715923,0.0143821876145316
crypto,ARUSDT,0.1,-3.281813835670912,0.0157112276125035,0.9893250050013156,0.0078348412098801
crypto,ATOMUSDT,0.1,-3.62424086233058,0.0053141515747438,0.9912161106832592,0.009186391800538
crypto,ARCUSDT,0.1,-3.377391747890171,0.0117541579565974,0.9813300056784776,0.0077401675701996
crypto,ARPAUSDT,0.1,-4.104926473601556,0.0009505229766957,0.990485786339494,0.0096846504214957
crypto,1000PEPEUSDT,0.1,-3.3906070776602117,0.0112832738180771,0.979978325191008,0.0075180517290962
crypto,1000RATSUSDT,0.1,-4.075073085643132,0.0010646031447499,0.9792775685327396,0.0053286440741986
crypto,ZENUSDT,0.1,-4.397572272345597,0.0002997829828668,0.9914251076083048,0.0092602628045428
crypto,ZECUSDT,0.1,-3.095673487882841,0.0268750309741864,0.991455430009442,0.0113453455864034
crypto,TWTUSDT,0.1,-3.5485993339929114,0.0068232406425112,0.9873297486434872,0.0181278476798932
crypto,TREEUSDT,0.1,-4.813551619936447,5.123086405145607e-05,0.8847000156445352,-0.0111680745899713
crypto,SPELLUSDT,0.1,-3.609724853533901,0.0055778080829532,0.9902512174544011,0.0128646098574774
crypto,SOPHUSDT,0.1,-3.721731935637242,0.0038176538828514,0.9720072644477028,0.0001787547119495
crypto,SOONUSDT,0.1,-3.6031820854318704,0.005700483701596,0.9845590667576156,0.0161904669777776
crypto,VELVETUSDT,0.1,-3.45877898520161,0.0091110370511094,0.9573699172138715,0.0208261236263721
crypto,USTCUSDT,0.1,-3.5841863561899365,0.0060706476821118,0.9897821011588088,0.0068423619034692
crypto,TOWNSUSDT,0.1,-4.36516892357798,0.0003419203422177,0.911075270784956,-0.0022748604862273
crypto,TRXUSDT,0.1,-3.130205887145199,0.0243970839487023,0.9953642173250938,0.0038015263585665
crypto,STGUSDT,0.1,-3.2642695091002087,0.0165531576428272,0.9912866336659424,0.008347834040604
crypto,ETHFIUSDC,0.1,-2.944217386667076,0.0404424595408686,0.9858040723005778,0.0094041220115107
crypto,PENGUUSDC,0.1,-2.8759074973264096,0.0482222148723908,0.9452898025221872,-0.0008688833056745
crypto,PENDLEUSDT,0.1,-3.631433111406655,0.0051877600755853,0.9764233479240474,0.0069987699568739
crypto,RENDERUSDT,0.1,-3.422174821365546,0.0102257649588519,0.981194943700061,0.010498801842318
crypto,NEARUSDT,0.1,-4.045670765663455,0.0011893689750082,0.987199246305454,0.0083570738697121
crypto,NEARUSDC,0.1,-3.00779744626478,0.034172605512806,0.9862971322265736,0.0065670341703395
crypto,RAREUSDT,0.1,-2.932250703043041,0.041724165863756,0.9909100063762994,0.0123102217679299
crypto,QTUMUSDT,0.1,-4.045203112491722,0.0011914594663559,0.9898191094452784,0.0109837963032173
crypto,LQTYUSDT,0.1,-3.062902841574948,0.0294231571800436,0.9896252237705236,0.0139953893154311
crypto,IOTAUSDT,0.1,-3.172364623222991,0.0216410932615762,0.9923333794850636,0.0092840282348698
crypto,INJUSDT,0.1,-3.0186864267078803,0.0331857911691348,0.9851807960435744,0.0039770785899446
crypto,INITUSDT,0.1,-4.931650038358246,3.025064176716008e-05,0.9232850937303838,0.008240637260311
crypto,ICPUSDT,0.1,-3.348132995439153,0.0128593225318615,0.987345202347354,0.0120937561386477
crypto,HOTUSDT,0.1,-3.1036825201849068,0.0262818630817045,0.9932961511373908,0.0051806547797939
crypto,HUSDT,0.1,-3.388612393380139,0.011353254400224,0.9797532743417364,0.0200144784267253
crypto,HYPERUSDT,0.1,-4.92793646128612,3.076093073005845e-05,0.9563791968316944,0.0169750027638499
crypto,HBARUSDT,0.1,-3.662116597788996,0.0046786967778519,0.9869385040820816,0.0072231184521047
crypto,FILUSDT,0.1,-3.1732376050501885,0.0215870005236381,0.995905260370462,0.0047320446026398
crypto,GASUSDT,0.1,-3.80382434527588,0.0028684284093493,0.9866296871616604,0.0151267324055124
crypto,GALAUSDT,0.1,-2.926929461302721,0.0423048930135528,0.9907713028757514,0.0089184331103868
crypto,GIGGLEUSDT,0.1,-2.9596762111084014,0.038835606898918,0.9875351979120892,0.0199305114353017
crypto,GLMUSDT,0.1,-3.7021007857445296,0.0040837015558138,0.987030608761434,0.0170201101772063
crypto,GRTUSDT,0.1,-2.9052442228288347,0.0447415555221966,0.9924870346825296,0.008866434383085
crypto,GTCUSDT,0.1,-3.0357028056593567,0.0316920701753349,0.9963799769903888,0.0046663516563693
crypto,ETHUSDC,0.1,-3.2971922955346518,0.0150044463983101,0.9824952550174448,0.0152044545666008
