market,instrument,d_star,adf_stat,adf_p,corr_level_dstar,corr_level_d1
crypto,AKTUSDT,0.15,-3.299203563187295,0.0149141127970151,0.9567346749951412,0.0010535636031718
crypto,AEROUSDT,0.15,-3.414269281773353,0.0104819449864884,0.9632478490696376,0.008466991069282
crypto,1INCHUSDT,0.15,-4.024697517128711,0.0012865684121443,0.9880607239885985,0.0064252392046729
crypto,ACEUSDT,0.15,-2.863244705765659,0.0497921284496789,0.9895358250532688,0.003051787087471
crypto,ACXUSDT,0.15,-3.1648137997887584,0.0221138918063945,0.9764065779446788,-0.0089651750417443
crypto,1MBABYDOGEUSDT,0.15,-3.097791949070032,0.0267170262573684,0.97658368556485,0.0135617722077186
crypto,AIOTUSDT,0.15,-3.137828995790004,0.0238774127466668,0.943282093252828,0.0119171241838247
crypto,MANTAUSDT,0.15,-2.8676980462021726,0.0492352833026293,0.9843959683271818,0.0037242221644293
crypto,KAVAUSDT,0.15,-3.213508247214386,0.0192159633901759,0.9919161925437509,0.0092669466889696
crypto,JUPUSDT,0.15,-3.516476500766997,0.0075738892231375,0.979811686129084,0.0123905154936624
crypto,KAITOUSDC,0.15,-3.183263844034682,0.0209741029662795,0.9560805288393608,0.0079890205271973
crypto,KAITOUSDT,0.15,-3.2032517583096545,0.0197972245654718,0.958317438129681,0.0134787115522819
crypto,KASUSDT,0.15,-3.92180137282755,0.001880132479714,0.9816519691234278,0.0142646988112554
crypto,KSMUSDT,0.15,-3.688846768080509,0.0042727976450468,0.9896565323000583,0.0082979249385748
crypto,LAUSDT,0.15,-3.063399045256742,0.0293830877862544,0.9815618487314218,0.0094143721347057
crypto,JTOUSDT,0.15,-3.208725063153542,0.0194851607315282,0.9833025685822084,0.0097925571466835
crypto,AAVEUSDC,0.15,-3.35460109909506,0.0126073746168377,0.960130405845389,0.0147864354367535
crypto,MEWUSDT,0.15,-2.8993440044491585,0.0454243340254172,0.9808773337170688,0.0127813558856867
crypto,MOVRUSDT,0.15,-3.859157263578696,0.002356857410612,0.9774806960390704,0.0069752633962573
crypto,MANAUSDT,0.15,-3.994603499095794,0.001439034024174,0.9809913088640106,0.0099222954411429
crypto,MITOUSDT,0.15,-3.157863272361653,0.0225569863138135,0.922904271378512,0.0167690251606244
crypto,MOODENGUSDT,0.15,-3.669835950839516,0.0045580087186425,0.958758251953112,0.0139447268360382
crypto,JOEUSDT,0.15,-3.0513809054448293,0.0303667711444656,0.9862977175178732,0.0115555626139607
crypto,ONEUSDT,0.15,-3.377871583387852,0.0117367596309783,0.9858815219736252,0.0084254317380649
crypto,ONDOUSDT,0.15,-4.102013325129259,0.0009611295119993,0.9735698859418214,0.0082065781422889
crypto,NOMUSDT,0.15,-3.326335326290395,0.0137415491464048,0.945860147195944,0.0003097531408347
crypto,OPUSDT,0.15,-2.951967171826341,0.039630098145362,0.987066248047968,0.0133335817644458
crypto,PUNDIXUSDT,0.15,-3.248862120614518,0.0173249303645822,0.9732614677731064,0.0073647739397696
crypto,GRASSUSDT,0.15,-3.533590109283942,0.0071651900171419,0.9615200573041331,0.0046705357246088
crypto,FLUIDUSDT,0.15,-3.304812245159076,0.0146647325796877,0.9037834659466868,0.0021521996372356
crypto,FLUXUSDT,0.15,-3.868913871089692,0.0022759157006686,0.9713433320617628,0.0075732444803101
crypto,FETUSDT,0.15,-3.732494728182613,0.0036786214519493,0.9720315970702832,0.007962248275468
crypto,FARTCOINUSDT,0.15,-3.1820952814825696,0.0210447496398259,0.9722926226913092,0.0164387882523972
crypto,HOMEUSDT,0.15,-3.1376968196466475,0.0238863412328718,0.9593434013883698,0.023008259873444
crypto,GUNUSDT,0.15,-3.9805536676021367,0.0015158318379106,0.9541169548606644,0.0116549035633706
crypto,GUSDT,0.15,-3.148468900439503,0.0231680737907189,0.9832859353264022,0.0060808585398594
crypto,HAEDALUSDT,0.15,-4.181878520649151,0.0007070171582359,0.930693790593728,0.0128542189458725
crypto,HBARUSDC,0.15,-3.3685595593108864,0.0120785236051507,0.9741669980663106,0.010192245057733
crypto,GMXUSDT,0.15,-3.9505504794943223,0.001692766711188,0.9844158293268372,0.0072227084698863
crypto,GRIFFAINUSDT,0.15,-4.156052755415662,0.0007813212276669,0.9482222604765916,-0.0003254097664478
crypto,HIGHUSDT,0.15,-3.4430209148926982,0.0095768503111763,0.9832848426782832,0.0093012290582586
crypto,IMXUSDT,0.15,-3.9283399086026503,0.0018359027396018,0.9792052129055604,0.0100654379376244
crypto,IOSTUSDT,0.15,-4.092305769736733,0.0009972790648592,0.985492965287976,0.0095584132198531
crypto,ICXUSDT,0.15,-3.98565271104238,0.001487529491502,0.9877561132895084,0.0084331590044325
crypto,IDUSDT,0.15,-2.8708546892468187,0.0488436903134172,0.9869037911481168,0.0108626654468112
crypto,LUNA2USDT,0.15,-3.816619904858438,0.0027417762429026,0.9856364346248512,0.0014248710711563
crypto,MAGICUSDT,0.15,-3.391663946363193,0.011246350942972,0.9829733881412804,0.0089066840043435
crypto,LUMIAUSDT,0.15,-3.265658574400893,0.0164850834081982,0.956129557197606,-0.0053272985593483
crypto,MBOXUSDT,0.15,-3.236069124546415,0.0179895138018192,0.9773582754879973,0.010951741493526
crypto,POWRUSDT,0.15,-3.9147507935316193,0.0019289317924003,0.981827683859158,0.0133234192906373
crypto,POPCATUSDT,0.15,-3.348469400548156,0.0128461095881955,0.9645800616317708,0.0108890345524247
crypto,POLYXUSDT,0.15,-3.600730666936752,0.005747074322102,0.9846759788459136,0.0114151136779811
crypto,PYTHUSDT,0.15,-3.3857377934199437,0.0114547849051787,0.982537987430593,0.0110262440620761
crypto,POLUSDT,0.15,-3.6320203379233233,0.005177562269427,0.960955428207009,0.009719071379598
crypto,RESOLVUSDT,0.15,-3.062402789162657,0.0294635845305191,0.970290191063628,0.0212692531704715
crypto,NEOUSDC,0.15,-3.3168183468025987,0.0141432290554415,0.9791989145375732,0.0088777368181884
crypto,NEIROUSDT,0.15,-3.272763114503947,0.0161407382943361,0.9620569730702886,0.0115039747666642
crypto,REDUSDT,0.15,-2.9680577294999337,0.0379870064581897,0.9727687122111732,0.0114899191568256
crypto,REZUSDT,0.15,-3.5433527878965663,0.0069410578886917,0.9776881990544146,0.000732831273241
crypto,ONGUSDT,0.15,-3.506217188660962,0.0078288517536989,0.98618503063411,0.0112954703807507
crypto,ORDIUSDT,0.15,-3.1676936985811146,0.0219325200811123,0.980834457323702,0.0101225472897665
crypto,EVAAUSDT,0.15,-3.1348279008445705,0.024080847641914,0.9726761873007388,0.0069471266960069
crypto,ORDIUSDC,0.15,-3.245852272619228,0.0174793240157473,0.9765295085909134,0.0051753904367425
crypto,FILUSDC,0.15,-3.5629051552959066,0.0065111107170698,0.9792437293621248,0.0098469556464071
crypto,FIDAUSDT,0.15,-3.238424778426543,0.0178654907255136,0.9698677715291182,0.0045757095323461
crypto,UMAUSDT,0.15,-4.119939709810954,0.0008975771586405,0.9799531592484224,0.01297806763391
crypto,TUTUSDT,0.15,-3.268243044952718,0.0163590793472124,0.9527069929440504,0.0146627602495037
crypto,UNIUSDC,0.15,-3.849555076255761,0.0024391074229319,0.9349655310446509,0.016608494194812
crypto,TUSDT,0.15,-4.281508148143819,0.0004781309084228,0.983239450586628,0.0133244393404443
crypto,VELODROMEUSDT,0.15,-3.110578633568075,0.0257801629609281,0.9766250581477164,-0.0073427494911663
crypto,ARIAUSDT,0.15,-3.3443765929242515,0.0130076822544778,0.9650755386935592,0.0327167641386902
crypto,AVAXUSDC,0.15,-3.427682533959359,0.0100506059226414,0.9758426405720734,0.009426173616779
crypto,AUSDT,0.15,-2.881718767596368,0.0475155303460859,0.941826773437503,0.0005008095479759
crypto,BTCUSDT,0.15,-3.6644302847269072,0.004642221229414,0.9870264645867276,0.0023654193599842
crypto,C98USDT,0.15,-3.790412048573817,0.0030069498047477,0.9874208793886832,0.003062665545436
crypto,BRETTUSDT,0.15,-3.0910758512759444,0.0272207032831792,0.9716591606731296,0.0119370963214465
crypto,BROCCOLIF3BUSDT,0.15,-3.8748331267991496,0.002228069516013,0.9536105263669652,0.0148139232785736
crypto,CRVUSDC,0.15,-4.089138601008588,0.0010093457677272,0.974125094049728,0.0137078350723939
crypto,BMTUSDT,0.15,-3.207220042548889,0.0195705402039816,0.9706715520933848,0.0069619344307392
crypto,BIGTIMEUSDT,0.15,-3.297583833610972,0.0149868232575183,0.9818284542353668,0.0102252882138438
crypto,BEAMXUSDT,0.15,-2.9320788071726,0.0417428210450894,0.9834513128230276,0.0127329232629635
crypto,SAFEUSDT,0.15,-3.040266251149705,0.0313013352401621,0.9738461520541828,0.0019470144539382
crypto,SAHARAUSDT,0.15,-3.331068671200875,0.0135455510177308,0.8375881096746838,0.0054062692518567
crypto,SANTOSUSDT,0.15,-4.051268821636159,0.0011646090826176,0.9646261404799824,0.0090416392189589
crypto,SANDUSDT,0.15,-3.776371030810343,0.0031585363187467,0.9803552215613994,0.0081071048061515
crypto,SAPIENUSDT,0.15,-3.730038271768736,0.003709938714699,0.9158443761263376,0.0311621965001476
crypto,CROSSUSDT,0.15,-3.58093214185856,0.0061362038225666,0.9339033434957712,0.020390194047556
crypto,RPLUSDT,0.15,-3.618962510914008,0.0054086835483994,0.9639753776574036,0.0098168307764169
crypto,ROSEUSDT,0.15,-4.34748043553411,0.0003672289801329,0.9787846007936156,0.0056738928540666
crypto,CKBUSDT,0.15,-3.453318097490452,0.0092701124256246,0.97465719299681,0.011449490906916
crypto,CLOUSDT,0.15,-3.3609002942530988,0.012366222916215,0.9648625861930856,0.0202228071081837
crypto,CELOUSDT,0.15,-4.304464555161741,0.0004363706934438,0.981457132549586,0.0041382236877396
crypto,DODOXUSDT,0.15,-3.109265473180479,0.0258750573366386,0.987666450957928,0.0098323194361193
crypto,DIAUSDT,0.15,-3.4176690644813554,0.0103710809252394,0.9694603759880848,0.0141119983812043
crypto,SHELLUSDT,0.15,-3.1638766512002623,0.0221731915759728,0.9725794686394432,0.0035790850996138
crypto,SEIUSDT,0.15,-3.2224837960207067,0.0187195630336939,0.9812646379989148,0.0120795550272661
crypto,SIGNUSDT,0.15,-2.900125045590337,0.045333458303668,0.9546903054316656,0.0238099782006603
crypto,ENAUSDC,0.15,-3.0093895326288504,0.0340267916505426,0.9759266954786608,0.0137731952370837
crypto,DOGEUSDC,0.15,-3.889501394579656,0.0021134840860591,0.9637626644269938,0.010911809624099
crypto,DOGSUSDT,0.15,-3.540257895218832,0.007011415671319,0.9525372571845782,-0.0015756610832535
crypto,DOODUSDT,0.15,-3.543804950938042,0.006930832180201,0.9718804228252312,0.0245933085271417
crypto,DOTUSDT,0.15,-4.065946700699875,0.0011019561931302,0.9840512936318894,0.0092981960986718
crypto,CYBERUSDT,0.15,-3.085203879183268,0.0276677219840734,0.9852097150689876,0.0112327073510329
crypto,EGLDUSDT,0.15,-3.3235310197221013,0.0138588486124417,0.9884500412611644,0.0088559505123592
crypto,EDUUSDT,0.15,-3.31019915304574,0.0144286822413705,0.9856034452366724,0.0098005405241986
crypto,ENJUSDT,0.15,-3.585746873038264,0.0060394367472085,0.9878014992895786,0.0075847245629458
crypto,EPICUSDT,0.15,-2.882261098864004,0.0474500181986404,0.9751794662605818,0.0146367907145599
crypto,ESPORTSUSDT,0.15,-3.7007739166225577,0.0041022814687974,0.9776061780274948,0.0402224535556569
crypto,DYDXUSDT,0.15,-3.836997764411488,0.0025506707913795,0.9847790260128896,0.0052589072471116
crypto,PLAYUSDT,0.15,-3.4880455730237343,0.0082994695136589,0.9607833750617408,0.0275557641719092
crypto,PNUTUSDC,0.15,-3.1206670274045045,0.0250610627391206,0.9658292729403032,0.0123280928594055
crypto,ENAUSDT,0.15,-3.219317165592835,0.0188934032678431,0.9755290785839372,0.0148234636215558
crypto,PHAUSDT,0.15,-3.8346107394142703,0.0025724032911339,0.9616193565366806,-0.0019639667401544
crypto,1000CHEEMSUSDT,0.15,-3.3567287591287487,0.0125254591782053,0.9724362177144078,0.0190147762371466
crypto,1000CATUSDT,0.15,-2.922918787797131,0.0427470307612182,0.9725188435591816,0.0052012845094108
crypto,1000BONKUSDC,0.15,-3.666310189661671,0.0046127754363888,0.9710134590115784,0.0154065713691586
crypto,ZORAUSDT,0.15,-3.3745325550144303,0.0118583053000969,0.9698057344798376,0.0208152204248499
crypto,1000SHIBUSDC,0.15,-3.585126369797251,0.0060518295940301,0.9794880692451814,0.0098138027013492
crypto,ZKUSDT,0.15,-3.2648203179382698,0.0165261345703961,0.98042687379999,0.0096041866197916
crypto,1000PEPEUSDC,0.15,-3.920498665863545,0.0018890618157183,0.9699024423983894,0.0162575492288902
crypto,ZILUSDT,0.15,-4.126382552372108,0.000875714054911,0.9837652592081382,0.0097693492495435
crypto,ARBUSDT,0.15,-2.924102340922189,0.0426161571343536,0.9852025044729182,0.0107562327652635
crypto,ARBUSDC,0.15,-2.985395754500142,0.0362809449913029,0.9800380108127872,0.009161427811988
crypto,APTUSDT,0.15,-3.268358261611389,0.0163534817807881,0.9868047468200056,0.0133164997932803
crypto,ARKMUSDT,0.15,-2.9005626835429297,0.0452826041479083,0.9809709202858906,0.010801772432208
crypto,APEUSDT,0.15,-3.033495229706429,0.0318825714139593,0.989300711133834,0.0069117490851144
crypto,TONUSDT,0.15,-3.5960511628751344,0.0058369713474262,0.9771259356467288,0.0100618892474048
crypto,TLMUSDT,0.15,-3.3240744712800963,0.0138360480624595,0.9869186892030858,0.010746552790116
crypto,TURBOUSDT,0.15,-3.631045144775641,0.0051945075422447,0.969881062588769,0.013486205823002
crypto,AXSUSDT,0.15,-3.4252241679631936,0.0101284542133788,0.98265579583144,0.0033132017529047
crypto,BANANAS31USDT,0.15,-3.2716618228763776,0.0161936987620438,0.9663228029396898,0.0222190871750799
crypto,ATHUSDT,0.15,-2.904252421670956,0.0448557286639429,0.971058076741418,0.0119358113209443
crypto,ATUSDT,0.15,-3.2126897718500027,0.0192617958675215,0.9756150014728684,0.0121916348483945
crypto,TNSRUSDT,0.15,-3.528498374512354,0.0072846588650142,0.977757452136476,0.0033440364827411
crypto,VANAUSDT,0.15,-3.458692340252284,0.0091135417969807,0.981091572354804,-0.00294597198659
crypto,STRKUSDT,0.15,-3.040992096615569,0.0312395654306275,0.9796544482051468,0.0027514647266038
crypto,SUIUSDC,0.15,-3.5603987298484827,0.0065648461394593,0.9602371683666044,0.0118630705094882
crypto,THEUSDT,0.15,-3.679798302774415,0.0044064509235079,0.9723545413723684,0.0007245677323396
crypto,SUPERUSDT,0.15,-3.099221644403483,0.0266108439308957,0.982892075138155,0.0142270626507038
crypto,SYRUPUSDT,0.15,-3.863004976338517,0.002324623935557,0.9457713244600852,0.0255995643433347
crypto,STEEMUSDT,0.15,-4.02169414174485,0.0013010789140064,0.981249451177788,0.0123676665740078
crypto,STXUSDT,0.15,-3.2542084778296134,0.0170536265466656,0.9801668583413032,0.0109670097554007
crypto,THETAUSDT,0.15,-4.178304327702796,0.0007168892516947,0.9799883767125166,0.008263155005535
crypto,BBUSDT,0.15,-3.0012756155774603,0.0347754454313428,0.979578838662496,0.0098407652968827
crypto,BANANAUSDT,0.15,-3.2343735750835925,0.0180792483610572,0.976122957500986,0.0106756299711429
crypto,SPKUSDT,0.15,-3.7210712799129713,0.0038263429166084,0.920962698208692,0.0151274631583713
crypto,SPXUSDT,0.15,-3.0347185141023685,0.0317768891367116,0.9680126970954096,0.017499162741226
crypto,SSVUSDT,0.15,-3.3039737741922326,0.0147017784094733,0.984963115092484,0.010325176047225
crypto,USELESSUSDT,0.15,-3.007132789666047,0.0342336353437611,0.8950311231359446,0.0061692174021672
crypto,USUALUSDT,0.15,-2.966185726080118,0.0381751777801537,0.9775784497539944,-0.003962695581017
crypto,KITEUSDT,0.2,-3.5643919434450844,0.0064794236629219,0.9304621651006382,0.0240813025284211
crypto,ADAUSDC,0.2,-3.268879542669351,0.0163281774136777,0.9636069246413096,0.0104773150597054
crypto,AEVOUSDT,0.2,-3.964360846068044,0.0016090664637115,0.971596954816746,-0.0028466319456702
crypto,XAIUSDT,0.2,-3.651137292645101,0.0048553740986187,0.9777942108170092,0.0067440703393645
crypto,WLFIUSDC,0.2,-4.034974440711566,0.0012380502887387,0.9232075498128748,0.0203929356336165
crypto,ALTUSDT,0.2,-4.369417181273706,0.0003360926951786,0.9661255116112112,0.0060055237807862
crypto,YGGUSDT,0.2,-4.2359451230125895,0.0005724267889782,0.9755701332981742,0.0129850822623363
crypto,WUSDT,0.2,-3.4411884667451846,0.0096323783443906,0.9785097477939214,0.002970012104213
crypto,VTHOUSDT,0.2,-3.568379031949338,0.0063951366226405,0.9719178632439828,-0.0048612602897765
crypto,VVVUSDT,0.2,-2.97793302316542,0.0370072011621642,0.966398512532508,0.0181540796739112
crypto,WALUSDT,0.2,-3.586960981533472,0.0060152547662367,0.960168510327304,0.0129786082757412
crypto,METISUSDT,0.2,-4.006364219658084,0.0013775505245947,0.9743988213776628,0.0044608332080693
crypto,MINAUSDT,0.2,-4.191391149201013,0.0006813615736404,0.9773895518228995,0.0102811643240534
crypto,KAIAUSDT,0.2,-3.9027145394296103,0.0020149601675927,0.9575734790226572,0.000937723122852
crypto,IOUSDT,0.2,-3.57001069764015,0.0063609302418598,0.9712554323137348,0.0047338654466923
crypto,KMNOUSDT,0.2,-4.500703308241829,0.0001960653020119,0.9604001680706732,0.0068161559417526
crypto,LSKUSDT,0.2,-4.189095177953221,0.000687472454229,0.9756505918492782,0.0104176917975769
crypto,LAYERUSDT,0.2,-3.292568056520768,0.015213968684574,0.9705498583950138,0.0095576119905964
crypto,JSTUSDT,0.2,-2.964612682713613,0.0383339024426762,0.9844436447366056,0.0282388008670201
crypto,MAVUSDT,0.2,-3.720805193418982,0.0038298476343482,0.9808147258418588,0.0091479566410664
crypto,MOVEUSDT,0.2,-3.1758851622836635,0.0214236659766157,0.9767521141589296,0.0064647272277454
crypto,MOCAUSDT,0.2,-3.098748702768762,0.0266459287722871,0.9747378823811728,0.00698771934623
crypto,HYPEUSDT,0.2,-4.382332039814298,0.000318948533806,0.9291612628456226,0.0305807051845867
crypto,GMTUSDT,0.2,-4.054373153830478,0.0011510870902149,0.9841303039511632,0.0099005742768466
crypto,HEIUSDT,0.2,-3.660740896939391,0.0047005085367499,0.95378609340775,-0.0001789920056679
crypto,FLOWUSDT,0.2,-4.1763093633297625,0.0007224556020184,0.9794362373119592,0.0069725045493638
crypto,GOATUSDT,0.2,-4.150316098204623,0.000798792561104,0.9473327993405536,0.0016272833988283
crypto,TIAUSDT,0.2,-3.838698747258717,0.0025352878172473,0.982009632195846,0.0102748779440459
crypto,TIAUSDC,0.2,-3.4875759684102303,0.0083119616246402,0.9792267700628772,0.0048723310240025
crypto,BICOUSDT,0.2,-3.9237833247436447,0.0018666223418706,0.978674094806804,0.0115184921185538
crypto,BERAUSDT,0.2,-3.639384583739944,0.0050512134534558,0.9587050321553374,0.0048602882699783
crypto,BTRUSDT,0.2,-3.0948697690612543,0.0269351854457569,0.941805861954431,0.0208748834470016
crypto,CGPTUSDT,0.2,-3.913792425291532,0.0019356548751991,0.9579358552681267,0.0059662688672347
crypto,BTCDOMUSDT,0.2,-3.294888907603859,0.015108492044785,0.9907066825312882,0.0044328160169179
crypto,BLURUSDT,0.2,-3.873540356239868,0.0022384390725288,0.9761288171285214,0.0076618868475126
crypto,NILUSDT,0.2,-3.752685642687677,0.0034302426496351,0.934801681349975,0.0022832502141275
crypto,EULUSDT,0.2,-3.0429195311057278,0.0310760426730881,0.9461080691852376,-0.0116370640273751
crypto,ETHWUSDT,0.2,-4.038403951498178,0.0012222429397148,0.974347413611748,0.0128913102587111
crypto,PNUTUSDT,0.2,-4.255918456928092,0.0005291158366545,0.9486351688727204,0.0102491495082962
crypto,RAYSOLUSDT,0.2,-3.78240548825999,0.0030925477230362,0.95510805044586,0.0091649752446183
crypto,NFPUSDT,0.2,-3.5852178401143444,0.0060500012789595,0.9788759162814556,0.0053131666340863
crypto,NOTUSDT,0.2,-3.836139168603624,0.0025584682335535,0.972928197345594,0.0087525223982258
crypto,PORTALUSDT,0.2,-3.694155907470596,0.0041961115141704,0.9794713630902406,-0.0002608426258787
crypto,HMSTRUSDT,0.2,-3.1612781545550765,0.0223383371387263,0.974693262861812,-0.001112393089627
crypto,HIVEUSDT,0.2,-3.723061772590909,0.0038002184464903,0.9750728053592578,0.0095945082634815
crypto,HFTUSDT,0.2,-4.022411525143512,0.0012975991436968,0.9797338073203156,0.0101749319159075
crypto,MEMEUSDT,0.2,-3.63982850754056,0.0050436874508528,0.9801585798819136,0.0078183479511765
crypto,ILVUSDT,0.2,-3.9856009683736326,0.0014878142039608,0.9773868750139126,0.0071088438598493
crypto,PIPPINUSDT,0.2,-3.962684039452927,0.0016190198434609,0.9198154598560324,0.011739672147024
crypto,PIXELUSDT,0.2,-3.6540344320994183,0.0048081728332493,0.9694342367504126,0.0036863002409281
crypto,PLUMEUSDT,0.2,-3.247207230387491,0.0174096714067857,0.9480660747918846,0.0037503172593691
crypto,EIGENUSDT,0.2,-3.674392317612375,0.0044881119178604,0.956748955908696,0.0064067538835259
crypto,DYMUSDT,0.2,-3.1866396129566144,0.0207711731295231,0.9839747927326844,0.0073966784653787
crypto,PENGUUSDT,0.2,-3.926163364520225,0.0018505175965506,0.9241587530774592,0.009722234520407
crypto,DRIFTUSDT,0.2,-2.973638086464572,0.0374306921217951,0.979644706533206,0.0184876517484925
crypto,DEXEUSDT,0.2,-4.452518672943693,0.0002393594063712,0.9060410915308812,0.014158679712801
crypto,SOLVUSDT,0.2,-3.4485251881326424,0.009411774480384,0.9705665474771042,0.0042088306495437
crypto,SONICUSDT,0.2,-3.3832514281217163,0.0115432536356141,0.97550012623743,-0.0026790500375365
crypto,SCRUSDT,0.2,-3.327664068642921,0.0136862771183218,0.965015696074082,0.0047466397843872
crypto,ZETAUSDT,0.2,-4.144651227593556,0.0008164044360053,0.9732788642351262,0.0058674124881554
crypto,1000SATSUSDT,0.2,-3.9738106515540697,0.0015540287013269,0.9774678966040488,0.0069860443017389
crypto,TRUTHUSDT,0.2,-4.10330233021363,0.0009564227564246,0.9240071122406336,0.0386634973378039
crypto,TRUMPUSDT,0.2,-3.422505613564576,0.0102151685001347,0.9752393464987634,0.0120776639832193
crypto,VANRYUSDT,0.2,-3.516648147086676,0.007569687864722,0.9750225775324532,0.0047271453630214
crypto,SUSDT,0.2,-2.91922944014639,0.0431571363543934,0.9709049950735222,0.0059423027678863
crypto,TRUMPUSDC,0.2,-3.4806517211121624,0.0084981270168305,0.9733880582733456,0.0148225485067101
crypto,UBUSDT,0.2,-2.9309550246556344,0.0418649522158784,0.9666206013989695,0.0343216641545367
crypto,CETUSUSDT,0.2,-3.968218166467499,0.0015863852689532,0.9522125864777554,0.0057291518546081
crypto,COOKIEUSDT,0.2,-3.034395386656201,0.0318047758789942,0.9794045717341436,0.0046237601151757
crypto,BOMEUSDC,0.2,-4.000050457832592,0.0014102470640758,0.9606610018098212,0.0057230491365996
crypto,BOMEUSDT,0.2,-4.029974305886992,0.0012614390350214,0.962746172658198,0.0023445205551775
crypto,SKYAIUSDT,0.2,-3.5669972783376886,0.0064242338926774,0.9659314015452812,0.0213615854610843
crypto,BASUSDT,0.2,-3.2920250685000507,0.0152387394710698,0.9655018665478275,0.0265887099312127
crypto,BIOUSDC,0.2,-3.488209512116717,0.00829511248859,0.8797944416082759,-0.0056855132720361
crypto,TAGUSDT,0.2,-4.098590079178573,0.0009737348397031,0.9546850075737798,0.0317904714851488
crypto,ASTRUSDT,0.2,-4.04716266340294,0.0011827227945872,0.9786823755765344,0.0109783703307652
crypto,1000000MOGUSDT,0.2,-3.893750216891036,0.0020813265536926,0.9557842954704602,0.0099519133358923
crypto,TRADOORUSDT,0.2,-2.8883550158621647,0.0467190052192839,0.9410263081136736,0.0340315654180334
crypto,AXLUSDT,0.2,-4.078186264140567,0.0010521344523473,0.9761716928873304,0.0062081283188492
crypto,IPUSDC,0.25,-3.665775294279445,0.0046211363577206,0.9500904670799736,0.0168128642807152
crypto,IPUSDT,0.25,-3.854452522101263,0.0023968315135674,0.94858322939584,0.0183206788889141
crypto,MERLUSDT,0.25,-3.414042507605238,0.0104893773809837,0.9350888620476296,0.0168891080298433
crypto,MEUSDT,0.25,-4.246352732477248,0.0005494581680099,0.9680724977541054,-0.0008060213245487
crypto,PROMUSDT,0.25,-3.366474881014341,0.0121562342109115,0.9311950903290384,0.015805089136361
crypto,MYXUSDT,0.25,-3.4617685978548485,0.009024989824346,0.9361715084230596,0.0047068320726057
crypto,OGUSDT,0.25,-3.795802917343466,0.0029505497294993,0.91755788343038,0.0132787464554556
crypto,LABUSDT,0.25,-3.3211374203132293,0.0139596678671026,0.9607502122200892,0.0384385775133191
crypto,RONINUSDT,0.25,-4.125994093199,0.0008770179830523,0.9731020475440656,0.0104633348057845
crypto,SAGAUSDT,0.25,-4.199291190578573,0.0006607229294321,0.9721037343316218,0.0039286702207857
crypto,TACUSDT,0.25,-4.432258036377073,0.0002601524867685,0.9460729929251848,0.0133571610978769
crypto,BARDUSDT,0.25,-3.138423572753588,0.0238372847403696,0.9356905409377536,0.0280740235875824
equities,SPY,0.15,-4.12158674307955,0.0008919399771810792,0.9968260038253366,0.008152878470330532
equities,QQQ,0.25,-4.070448323551305,0.0010833811896125102,0.9941273963612236,0.005241412706736647
equities,IWM,0.15,-4.002233875169077,0.001398859092468592,0.9917233240890463,0.006627009336513278
equities,XLE,0.0,-2.9560077150818103,0.03921200005269642,1.0,0.011957146726498474
equities,XLF,0.1,-3.0180843435903535,0.03323971749569538,0.994560645023186,0.007479708066061608
equities,XLK,0.15,-2.949308489185142,0.03990723815498117,0.9958150301323936,0.0030810669298850847
equities,XLV,0.15,-3.0000258467924907,0.03489198658063264,0.9969120176117504,0.0024090471697090724
equities,VXX,0.0,-5.880122970560035,3.0924846746339853e-07,1.0,0.01942764473084876
equities,UVXY,0.0,-5.997001453635537,1.6922556969111957e-07,1.0,0.02558514682673338
forex,EURUSD,0.1,-3.623122426658954,0.005334055747318779,0.9797629357518726,0.009601739310500101
forex,EURGBP,0.0,-4.549272793726825,0.00016002818365189897,1.0,0.011842583308629901
forex,USDJPY,0.15,-3.0386667306405846,0.031437821879170984,0.9943163507618052,0.005680446718690826
