d,corr,passed
0.5,0.3616667381056854,1
0.55,0.3011009771514357,1
0.6,0.25768052978235256,1
0.65,0.20361929883990115,1
0.7,0.16466881584302526,1
0.75,0.12801622990419223,1
0.8,0.10137482176861684,1
0.85,0.08011342589121592,1
0.9,0.06218262849420652,1
0.95,0.044678929853991516,1
1.0,0.020390194047556067,1
0.0,1.0,0
0.05,0.9961157236575638,0
0.1,0.9895222683922215,0
0.15,0.974125094049728,1
0.2,0.933749887914834,1
0.25,0.8890397838095413,1
0.3,0.8419161010958072,1
0.35,0.7830346449763225,1
0.4,0.7172358049444163,1
0.45,0.6410461793256935,1
0.5,0.5500741467072544,1
0.55,0.4657979488831698,1
0.6,0.3828615364136386,1
0.65,0.30874972199073875,1
0.7,0.2435194914897899,1
0.75,0.1885908116512741,1
0.8,0.1429841731480911,1
0.85,0.10630454165933122,1
0.9,0.07583075354236979,1
0.95,0.049435635353562817,1
1.0,0.013707835072393938,1
0.0,1.0,0
0.05,0.9979852307550684,0
0.1,0.9906727411925997,1
0.15,0.9767737684208494,1
0.2,0.9541231466955192,1
0.25,0.9239424070668953,1
0.3,0.887687618605803,1
0.35,0.840719135667888,1
0.4,0.7818521949949502,1
0.45,0.7119559363375364,1
0.5,0.6323049617380343,1
0.55,0.543435976096062,1
0.6,0.4539203139529735,1
0.65,0.3674066063171111,1
0.7,0.29120248863549014,1
0.75,0.22460391239942137,1
0.8,0.1700901058700094,1
0.85,0.12551898433480235,1
0.9,0.0881372118516206,1
0.95,0.054864536500437586,1
1.0,0.008087616461732646,1
0.0,1.0,0
0.05,0.9975281919968368,0
0.1,0.9839510836723987,1
0.15,0.9605483851196803,1
0.2,0.9360904712540308,1
0.25,0.9005509997143243,1
0.3,0.8507263972474456,1
0.35,0.7814768787414005,1
0.4,0.6999940572820159,1
0.45,0.6015846675487132,1
0.5,0.5050854704413625,1
0.55,0.4145432570619292,1
0.6,0.33529254424692523,1
0.65,0.2715067409427542,1
0.7,0.21170549408621905,1
0.75,0.16238599779274016,1
0.8,0.12649687508835306,1
0.85,0.09717522992553966,1
0.9,0.06988491664499853,1
0.95,0.04661222450943422,1
1.0,0.013793997607931296,1
0.0,0.9999999999999999,0
0.05,0.998295394692712,0
0.1,0.9903832765423443,1
0.15,0.9759274994628344,1
0.2,0.9565604909681003,1
0.25,0.9265938617079758,1
0.3,0.8918079890189005,1
0.35,0.8444431307799175,1
0.4,0.7897179489636614,1
0.45,0.7222392766151982,1
0.5,0.6366452215631798,1
0.55,0.5530841669264408,1
0.6,0.46606275988850776,1
0.65,0.37914325736184235,1
0.7,0.3042564440855228,1
0.75,0.23835079055681238,1
0.8,0.1810907461890714,1
0.85,0.1341624716340529,1
0.9,0.09422352472982368,1
0.95,0.058982346173775936,1
1.0,0.006803599897615342,1
0.0,1.0,0
0.05,0.9858025094998943,1
0.1,0.960905238564275,1
0.15,0.9180217188247362,1
0.2,0.8457769031595923,1
0.25,0.7093531061022644,1
0.3,0.5601201194959247,1
0.35,0.4178161619372172,1
0.4,0.4513903232030636,1
0.45,0.4511589190912601,1
0.5,0.38939247016271805,1
0.55,0.31530440281393235,1
0.6,0.26236995671729474,1
0.65,0.20807101505029876,1
0.7,0.16042122332178327,1
0.75,0.12391255121497466,1
0.8,0.09591073578321857,1
0.85,0.07570885574906926,1
0.9,0.058470712446346045,1
0.95,0.0289893339142795,1
1.0,0.012200593004529489,1
0.0,0.9999999999999998,0
0.05,0.9972415679395412,0
0.1,0.9683362240341795,1
0.15,0.9220939423990351,1
0.2,0.8846703038008915,1
0.25,0.8835819094579128,1
0.3,0.8615342901602887,1
0.35,0.8245757439064714,1
0.4,0.7838203401079843,1
0.45,0.7232399585161285,1
0.5,0.6410696004614004,1
0.55,0.54040028633942,1
0.6,0.4350005387383014,1
0.65,0.3460992154435536,1
0.7,0.27713690949396114,1
0.75,0.21032037791520913,1
0.8,0.16051169198796458,1
0.85,0.11566206056637623,1
0.9,0.08419359626471923,1
0.95,0.055242694783143184,1
1.0,0.0040376238218759845,1
0.0,1.0,0
0.05,0.9915884958134751,1
0.1,0.9665099222438414,1
0.15,0.9326923336618069,1
0.2,0.9007712398902649,1
0.25,0.8454405706825723,1
0.3,0.6443914029844342,1
0.35,0.3566109571886905,1
0.4,0.3861211535787156,1
0.45,0.3941433055211619,1
0.5,0.34066884217864235,1
0.55,0.274359350952941,1
0.6,0.23161523728708774,1
0.65,0.19103588547903316,1
0.7,0.15924359530959067,1
0.75,0.12809826549094833,1
0.8,0.10095147847960916,1
0.85,0.07512377748486677,1
0.9,0.04571165542045245,1
0.95,0.027763212139698127,1
1.0,0.00956773975715807,1
0.0,1.0,0
0.05,0.9989615343781452,0
0.1,0.9941366513672095,0
0.15,0.9852097150689877,1
0.2,0.9725099564469212,1
0.25,0.9557027973200236,1
0.3,0.9334664261549996,1
0.35,0.9033968229029977,1
0.4,0.8609903877253148,1
0.45,0.8040527964631022,1
0.5,0.7330104181512621,1
0.55,0.6477008582282024,1
0.6,0.553301138915869,1
0.65,0.45551538422800475,1
0.7,0.3648491652681736,1
0.75,0.2816238572972778,1
0.8,0.20836818225491505,1
0.85,0.15288103592836677,1
0.9,0.10749072066111127,1
0.95,0.06789099245109119,1
1.0,0.011232707351032968,1
0.0,1.0,0
0.05,0.9983147057805862,0
0.1,0.990846073351445,1
0.15,0.9768847167053184,1
0.2,0.9564637905295964,1
0.25,0.9294862676904647,1
0.3,0.8948859227889274,1
0.35,0.8516995689407805,1
0.4,0.7976141295002178,1
0.45,0.731644598289893,1
0.5,0.6523868023408849,1
0.55,0.5621106243556679,1
0.6,0.4738248967601918,1
0.65,0.3869188843839423,1
0.7,0.30879604514642495,1
0.75,0.2400244525562721,1
0.8,0.18193724614216472,1
0.85,0.13409100734130508,1
0.9,0.09385726380737532,1
0.95,0.058825957735355275,1
1.0,0.007751533331826684,1
0.0,1.0,0
0.05,0.9963410413646775,0
0.1,0.9542434574981796,1
0.15,0.9125793055739873,1
0.2,0.8930427403542988,1
0.25,0.8743737329707795,1
0.3,0.8480805791362889,1
0.35,0.8224996263299326,1
0.4,0.7704046197778545,1
0.45,0.7002313585175216,1
0.5,0.6213086550263315,1
0.55,0.535412156223325,1
0.6,0.4551139162264504,1
0.65,0.3745329642983761,1
0.7,0.30576792250049645,1
0.75,0.2364720943158465,1
0.8,0.17856198455928976,1
0.85,0.13049526357484745,1
0.9,0.09407199957185045,1
0.95,0.05864258888033125,1
1.0,0.01063819059603868,1
0.0,1.0,0
0.05,0.9941355325586723,0
0.1,0.9765254527402952,0
0.15,0.9469494057262371,0
0.2,0.9060410915308811,1
0.25,0.8599974303456356,1
0.3,0.8033129495989588,1
0.35,0.7514811872068896,1
0.4,0.6920026337911849,1
0.45,0.6192732780033741,1
0.5,0.5433306625815236,1
0.55,0.45931358103703945,1
0.6,0.3817703903822585,1
0.65,0.3061223680744412,1
0.7,0.24142294484043483,1
0.75,0.18503400711833695,1
0.8,0.13961772546501963,1
0.85,0.1057711535276787,1
0.9,0.07591688802431765,1
0.95,0.05056753896955006,1
1.0,0.014158679712801067,1
0.0,1.0,0
0.05,0.997064708212203,0
0.1,0.9875645362200511,0
0.15,0.9694603759880849,1
0.2,0.9387544299029117,1
0.25,0.8921203077276568,1
0.3,0.8385678848996622,1
0.35,0.7747921988127083,1
0.4,0.7122686983167835,1
0.45,0.6401761946449223,1
0.5,0.5516281960797575,1
0.55,0.46611818565451996,1
0.6,0.38309296440297846,1
0.65,0.30997325972091166,1
0.7,0.25065910536814434,1
0.75,0.19591889079974323,1
0.8,0.1498245051069661,1
0.85,0.11187824806881962,1
0.9,0.07913015173004158,1
0.95,0.0513675893343707,1
1.0,0.014111998381204348,1
0.0,1.0,0
0.05,0.999092624296375,0
0.1,0.9952047672337799,0
0.15,0.987666450957928,1
0.2,0.9760767296781077,1
0.25,0.958778656085067,1
0.3,0.9362985348991612,1
0.35,0.905172627074485,1
0.4,0.8624768112363289,1
0.45,0.8059193496711948,1
0.5,0.7344552487080579,1
0.55,0.6484833457816607,1
0.6,0.5539855089547282,1
0.65,0.458287667337888,1
0.7,0.3685957923364167,1
0.75,0.2883079957625058,1
0.8,0.21950365463901997,1
0.85,0.16123653971854232,1
0.9,0.11304815354140152,1
0.95,0.07124593049775903,1
1.0,0.009832319436119336,1
0.0,1.0,0
0.05,0.9963416343634521,0
0.1,0.9843495319416343,0
0.15,0.9637626644269938,1
0.2,0.9339391450250929,1
0.25,0.893304512732921,1
0.3,0.8434699079432606,1
0.35,0.7837540346080901,1
0.4,0.7107687600226013,1
0.45,0.629118071039567,1
0.5,0.5229511624757929,1
0.55,0.4410444597623165,1
0.6,0.3624154668740036,1
0.65,0.2910554264848762,1
0.7,0.23014270925579816,1
0.75,0.17861265352465483,1
0.8,0.1352323398564509,1
0.85,0.09977433188628805,1
0.9,0.07075783981346118,1
0.95,0.04674126571258178,1
1.0,0.01091180962409906,1
0.0,0.9999999999999998,0
0.05,0.995817592360141,1
0.1,0.9647495030322342,1
0.15,0.9231935405984881,1
0.2,0.8949565036401558,1
0.25,0.8728846340968107,1
0.3,0.852650740039016,1
0.35,0.8266648296544955,1
0.4,0.7922800153389761,1
0.45,0.7476762119584356,1
0.5,0.6900204640913882,1
0.55,0.6189791739144769,1
0.6,0.5384416229365898,1
0.65,0.4529320365351312,1
0.7,0.37045400741563805,1
0.75,0.29327436926896255,1
0.8,0.22495220345804015,1
0.85,0.164769640006595,1
0.9,0.11436065071770768,1
0.95,0.06893898695112137,1
1.0,-0.00035071987789537785,1
0.0,1.0,0
0.05,0.9969773743434031,0
0.1,0.9823503557232252,0
0.15,0.9525372571845782,1
0.2,0.9130911988052269,1
0.25,0.8860384574994185,1
0.3,0.8638988788193098,1
0.35,0.8333001686385949,1
0.4,0.783845135347919,1
0.45,0.728762433128394,1
0.5,0.6619085628308607,1
0.55,0.5788768752942186,1
0.6,0.4946449580094941,1
0.65,0.4109076812652231,1
0.7,0.33501397245960646,1
0.75,0.26450202316859706,1
0.8,0.20260266988795544,1
0.85,0.14847120438740094,1
0.9,0.10106833939788011,1
0.95,0.05942281988420823,1
1.0,-0.0015756610832535361,1
0.0,1.0,0
0.05,0.9956380684398762,1
0.1,0.9519579701591018,1
0.15,0.8849924164643443,1
0.2,0.8604006642462386,1
0.25,0.8756676678173434,1
0.3,0.8557109134847423,1
0.35,0.7844691385354206,1
0.4,0.6989754531244452,1
0.45,0.6177697970207698,1
0.5,0.5339934636782451,1
0.55,0.4498263030733947,1
0.6,0.3643527140746972,1
0.65,0.28947802466087513,1
0.7,0.22975992417235777,1
0.75,0.17792085365214233,1
0.8,0.13500132976241927,1
0.85,0.100106866253193,1
0.9,0.07192377410206434,1
0.95,0.04799311646675411,1
1.0,0.01585377787363517,1
0.0,1.0,0
0.05,0.9958767733714726,0
0.1,0.9883996292824104,0
0.15,0.9718804228252312,1
0.2,0.9323558355691745,1
0.25,0.8707915634162375,1
0.3,0.8105012880717025,1
0.35,0.7316008228247849,1
0.4,0.619793846277483,1
0.45,0.5272710496642126,1
0.5,0.4529041609267702,1
0.55,0.37495469509032975,1
0.6,0.3020474377291474,1
0.65,0.24285368343288086,1
0.7,0.19144812729362445,1
0.75,0.1492007213848932,1
0.8,0.11544001439287808,1
0.85,0.08796485475581982,1
0.9,0.06569740357466225,1
0.95,0.04704645039811956,1
1.0,0.02459330852714177,1
0.0,1.0,0
0.05,0.9986307030944163,0
0.1,0.993624888700183,0
0.15,0.9840512936318894,1
0.2,0.9683969059116546,1
0.25,0.9481902688361478,1
0.3,0.924531183591579,1
0.35,0.8940639909591619,1
0.4,0.8549498219822118,1
0.45,0.803602688060141,1
0.5,0.7378266423390525,1
0.55,0.6575457307111718,1
0.6,0.566605463823523,1
0.65,0.47140192804436926,1
0.7,0.3806562196211398,1
0.75,0.29759879266760025,1
0.8,0.22666222056753418,1
0.85,0.1671925285190487,1
0.9,0.11702149986012944,1
0.95,0.07295705170091743,1
1.0,0.009298196098671873,1
0.0,0.9999999999999998,0
0.05,0.9992170620878753,0
0.1,0.9962838257946224,0
0.15,0.9903896121934127,0
0.2,0.9796447065332059,1
0.25,0.9630395483946973,1
0.3,0.9393730971550708,1
0.35,0.9047159604562515,1
0.4,0.8613141693164124,1
0.45,0.8085078532768959,1
0.5,0.7364689000643533,1
0.55,0.64979784174156,1
0.6,0.5610000276789273,1
0.65,0.4694452038536552,1
0.7,0.38053246043921807,1
0.75,0.30093702104189096,1
0.8,0.2306328985119847,1
0.85,0.17306717871623312,1
0.9,0.12250507237955495,1
0.95,0.07757696285456483,1
1.0,0.01848765174849258,1
0.0,1.0,0
0.05,0.9969366670913089,0
0.1,0.9835815330873134,1
0.15,0.957699769163552,1
0.2,0.9170244966444764,1
0.25,0.8749843641022582,1
0.3,0.8197312728105947,1
0.35,0.7359853645044008,1
0.4,0.6612231789086513,1
0.45,0.5719078035157333,1
0.5,0.493017272429548,1
0.55,0.4151015929207967,1
0.6,0.3314468602132566,1
0.65,0.26441171121320545,1
0.7,0.21061544783531097,1
0.75,0.1647836934782417,1
0.8,0.12239981972312312,1
0.85,0.08968262646985567,1
0.9,0.06320263297745377,1
0.95,0.03880711385801837,1
1.0,0.002216319595116113,1
0.0,0.9999999999999998,1
0.05,0.9965889904740178,1
0.1,0.9837097696668523,1
0.15,0.9607285375047351,1
0.2,0.9269453492520612,1
0.25,0.8767796162395227,1
0.3,0.8223693158882543,1
0.35,0.7672889140384439,1
0.4,0.6993324557085855,1
0.45,0.6217836103234307,1
0.5,0.535679835596413,1
0.55,0.4522690098857715,1
0.6,0.3724756272195529,1
0.65,0.3007228516660209,1
0.7,0.23706628499734908,1
0.75,0.17895451223440126,1
0.8,0.1356740713272787,1
0.85,0.10102157000152556,1
0.9,0.0725812892379108,1
0.95,0.04626958147475994,1
1.0,0.0070510307299913675,1
0.0,1.0,0
0.05,0.998933758963076,0
0.1,0.9940047228428228,0
0.15,0.9847790260128897,1
0.2,0.9721122930016762,1
0.25,0.9542022459104057,1
0.3,0.9316249244562458,1
0.35,0.900535058556574,1
0.4,0.8635170677759317,1
0.45,0.8163994941230934,1
0.5,0.7547386844710187,1
0.55,0.6808460302011027,1
0.6,0.5951900749172077,1
0.65,0.5038556041988217,1
0.7,0.4153667740596771,1
0.75,0.3281461298059794,1
0.8,0.24987529363973232,1
0.85,0.18370670692062874,1
0.9,0.1294240235660164,1
0.95,0.08023585349173677,1
1.0,0.005258907247111633,1
0.0,1.0,0
0.05,0.9994278166576589,0
0.1,0.9971038235722263,0
0.15,0.992435982140584,0
0.2,0.9839747927326845,1
0.25,0.971688660286434,1
0.3,0.9570626848273981,1
0.35,0.9369511095317342,1
0.4,0.9078821517582928,1
0.45,0.87121963295337,1
0.5,0.8206371993083649,1
0.55,0.7556646425216414,1
0.6,0.6755821151646296,1
0.65,0.5827591942709789,1
0.7,0.4851313940310573,1
0.75,0.3902022214934246,1
0.8,0.303109206192396,1
0.85,0.22659283805467956,1
0.9,0.15955207457214296,1
0.95,0.0982657144683086,1
1.0,0.0073966784653787645,1
0.0,0.9999999999999998,1
0.05,0.9959602546129054,0
0.1,0.9893142308819014,0
0.15,0.9735621436384174,0
0.2,0.9479641330060488,1
0.25,0.850935738856079,1
0.3,0.7463496021888736,1
0.35,0.6527472241506442,1
0.4,0.5511512624107123,1
0.45,0.4403334963038677,1
0.5,0.35901623831041235,1
0.55,0.2724670088312421,1
0.6,0.23453795962998017,1
0.65,0.1966927975288652,1
0.7,0.1491381643707215,1
0.75,0.11429041051242023,1
0.8,0.06756175790670714,1
0.85,0.03822879209293154,1
0.9,0.018705542348440643,1
0.95,0.015570069753701619,1
1.0,-0.023300537310340184,1
0.0,1.0,0
0.05,0.99890179515449,0
0.1,0.9942794858778043,0
0.15,0.9856034452366723,1
0.2,0.9725980147300948,1
0.25,0.9539077000648811,1
0.3,0.9274336144105442,1
0.35,0.8927099661008266,1
0.4,0.8465692372553575,1
0.45,0.7857124918168242,1
0.5,0.7068686785439384,1
0.55,0.6180108941787372,1
0.6,0.5251022308930453,1
0.65,0.43230843561173843,1
0.7,0.34543562770396397,1
0.75,0.2711359987414601,1
0.8,0.2058512591280243,1
0.85,0.1516464401747016,1
0.9,0.10630644229630004,1
0.95,0.06763577747966198,1
1.0,0.009800540524198613,1
0.0,1.0,0
0.05,0.9988525337783543,0
0.1,0.995422651955403,0
0.15,0.9884500412611645,1
0.2,0.974132263873552,1
0.25,0.9566291530327417,1
0.3,0.9337130144940935,1
0.35,0.9047963598406611,1
0.4,0.8727921735377341,1
0.45,0.8303876734666269,1
0.5,0.7738476233016557,1
0.55,0.7028818598826306,1
0.6,0.6178822966637728,1
0.65,0.525192504278833,1
0.7,0.43121612953314054,1
0.75,0.3420852727311807,1
0.8,0.26240832274655373,1
0.85,0.19455703726897475,1
0.9,0.13646752126106743,1
0.95,0.0849165625284297,1
1.0,0.00885595051235921,1
0.0,1.0,0
0.05,0.9981396847695,0
0.1,0.9916574699615457,0
0.15,0.978603669660902,0
0.2,0.9567489559086961,1
0.25,0.9247276318091215,1
0.3,0.8948708086538294,1
0.35,0.8615208367009268,1
0.4,0.8238380352747053,1
0.45,0.7673331538450586,1
0.5,0.6921272422361046,1
0.55,0.6063913291246347,1
0.6,0.5141305207880078,1
0.65,0.42289967342559726,1
0.7,0.34153759449349624,1
0.75,0.26638471674531566,1
0.8,0.20342677641785745,1
0.85,0.15029737972411022,1
0.9,0.10637710894006008,1
0.95,0.06623629795219099,1
1.0,0.0064067538835259185,1
0.0,0.9999999999999999,0
0.05,0.9976104846547789,0
0.1,0.9901675148623841,0
0.15,0.9759266954786608,1
0.2,0.9528380828305252,1
0.25,0.9197497376008115,1
0.3,0.8759472539293399,1
0.35,0.8227571370608634,1
0.4,0.7555479238592935,1
0.45,0.6788997699322159,1
0.5,0.5928644614664792,1
0.55,0.5098204435401065,1
0.6,0.4265716897262881,1
0.65,0.3488991127548628,1
0.7,0.2788174805961512,1
0.75,0.21584557380917316,1
0.8,0.1631820998827378,1
0.85,0.12097955697499663,1
0.9,0.0856571797312055,1
0.95,0.056206120499584185,1
1.0,0.0137731952370837,1
0.0,1.0,0
0.05,0.9974699660787435,0
0.1,0.9899360695401792,0
0.15,0.9755290785839371,1
0.2,0.9514626311225649,1
0.25,0.9150825099810674,1
0.3,0.8703680599536089,1
0.35,0.8098546990880284,1
0.4,0.7488402106379084,1
0.45,0.6837012279215264,1
0.5,0.6007670038558381,1
0.55,0.5173052603821497,1
0.6,0.4297508792091456,1
0.65,0.3460702747277493,1
0.7,0.2756241012919096,1
0.75,0.2117807029229886,1
0.8,0.15779374398681215,1
0.85,0.11826449048899569,1
0.9,0.08382010280213273,1
0.95,0.05539253315320084,1
1.0,0.014823463621555852,1
0.0,0.9999999999999998,0
0.05,0.998978689431695,0
0.1,0.9954657260828982,0
0.15,0.9878014992895786,1
0.2,0.9752710271848506,1
0.25,0.9591174483366696,1
0.3,0.937547783229822,1
0.35,0.9127855612831879,1
0.4,0.8806109840031691,1
0.45,0.8373180687902557,1
0.5,0.780243631610522,1
0.55,0.7078208312011192,1
0.6,0.6216645031101736,1
0.65,0.5267505429810203,1
0.7,0.43168355742045467,1
0.75,0.3418912795391772,1
0.8,0.2619387974560585,1
0.85,0.19362208787915408,1
0.9,0.13535704710892033,1
0.95,0.08377747380382866,1
1.0,0.007584724562945851,1
0.0,1.0,0
0.05,0.9976338087121763,0
0.1,0.9649151319681264,1
0.15,0.9120764244769332,1
0.2,0.9207280752522325,1
0.25,0.9095659580490272,1
0.3,0.8053763076502901,1
0.35,0.7245798933188693,1
0.4,0.640198651070545,1
0.45,0.5593623052672698,1
0.5,0.4768031285829308,1
0.55,0.3947900713864204,1
0.6,0.3184728334304468,1
0.65,0.24803946499856877,1
0.7,0.17842956604872393,1
0.75,0.13878000305547789,1
0.8,0.11313757270326574,1
0.85,0.0831475993805641,1
0.9,0.060361430226601204,1
0.95,0.04353291287683519,1
1.0,0.020025890313333124,1
0.0,1.0,1
0.05,0.9968946935876627,1
0.1,0.9859500974723175,1
0.15,0.965346117111777,1
0.2,0.9351255199303555,1
0.25,0.8945601928403989,1
0.3,0.8431828646268476,1
0.35,0.7785931508745205,1
0.4,0.7046723629886857,1
0.45,0.6149700527512107,1
0.5,0.5244808099605901,1
0.55,0.4372121754012768,1
0.6,0.35703805941902406,1
0.65,0.28783121054517374,1
0.7,0.22719875893956504,1
0.75,0.17413381849895818,1
0.8,0.1314738862107556,1
0.85,0.09731819305406593,1
0.9,0.06919922923924074,1
0.95,0.04397695550107139,1
1.0,0.009593810360969662,1
0.0,1.0,0
0.05,0.9981014657066144,0
0.1,0.9892332752552351,0
0.15,0.9751794662605818,1
0.2,0.9580057297773271,1
0.25,0.9249823679368745,1
0.3,0.8814203312795647,1
0.35,0.830282866290795,1
0.4,0.7763938152149037,1
0.45,0.7122042177624002,1
0.5,0.6357024699740166,1
0.55,0.5538755522486561,1
0.6,0.4672137292988557,1
0.65,0.38049991886170514,1
0.7,0.3024723712378458,1
0.75,0.2342924476155024,1
0.8,0.178598280297218,1
0.85,0.13208943332744738,1
0.9,0.0935116801950554,1
0.95,0.0595219849892873,1
1.0,0.014636790714559983,1
0.0,1.0,0
0.05,0.9930461711436039,0
0.1,0.9496228676556728,1
0.15,0.8802219160509372,1
0.2,0.7661299669354664,1
0.25,0.6859908632485224,1
0.3,0.49645883866592805,1
0.35,0.5319306087411941,1
0.4,0.552107894225026,1
0.45,0.5663114382281338,1
0.5,0.5078181414549515,1
0.55,0.44580139502508215,1
0.6,0.38305555974214334,1
0.65,0.329934598801575,1
0.7,0.26218621773370165,1
0.75,0.19612709584235097,1
0.8,0.150070745792935,1
0.85,0.10696625349046476,1
0.9,0.07673519715822197,1
0.95,0.04473976523636504,1
1.0,-0.007245058151917551,1
0.0,1.0,0
0.05,0.9973693288833779,0
0.1,0.9901197062604563,0
0.15,0.9776061780274948,1
0.2,0.95938419968428,1
0.25,0.9317999612033557,1
0.3,0.8514432397385996,1
0.35,0.7591310749836295,1
0.4,0.6677506332202129,1
0.45,0.5808864540402718,1
0.5,0.49231277988161015,1
0.55,0.4169990919256548,1
0.6,0.35068025165220795,1
0.65,0.29724080843535566,1
0.7,0.24820663812014357,1
0.75,0.20108612678188512,1
0.8,0.15656983625030657,1
0.85,0.1198856230408767,1
0.9,0.08989567700830424,1
0.95,0.06477003943688692,1
1.0,0.04022245355565699,1
0.0,1.0,0
0.05,0.9975298816257546,1
0.1,0.9862252608284964,1
0.15,0.9672456108205753,1
0.2,0.9426648651261007,1
0.25,0.9121950148835295,1
0.3,0.8746438765160652,1
0.35,0.8313030159081197,1
0.4,0.78069886983629,1
0.45,0.7160020360303027,1
0.5,0.6411079019189979,1
0.55,0.5571157932903961,1
0.6,0.4688674653197679,1
0.65,0.38291314129015075,1
0.7,0.30505187306548603,1
0.75,0.23650494898591143,1
0.8,0.17852946311469914,1
0.85,0.13151609625669056,1
0.9,0.09222337057783217,1
0.95,0.05781808353650534,1
1.0,0.008441937054790632,1
0.0,0.9999999999999999,1
0.05,0.9881691813490896,1
0.1,0.9335292886413445,1
0.15,0.8341196053648197,1
0.2,0.7125476429550172,1
0.25,0.5956239593391314,1
0.3,0.497899859802336,1
0.35,0.4229353046032937,1
0.4,0.3669034460141362,1
0.45,0.3252834716042203,1
0.5,0.2945108672632493,1
0.55,0.2713887456057473,1
0.6,0.25352756084195094,1
0.65,0.23933338886711034,1
0.7,0.22775781648905555,1
0.75,0.21800471780147923,1
0.8,0.20957272289691517,1
0.85,0.20212342768525873,1
0.9,0.19531737613026423,1
0.95,0.18891810862587222,1
1.0,0.18176315076700347,1
0.0,1.0,0
0.05,0.9968584570304726,0
0.1,0.9858040723005778,1
0.15,0.9663459583174059,1
0.2,0.9374796765942797,1
0.25,0.8938996675831087,1
0.3,0.8342287449065608,1
0.35,0.7680868926954721,1
0.4,0.6809128657264835,1
0.45,0.6054846756289444,1
0.5,0.5225494491071538,1
0.55,0.4467264567545983,1
0.6,0.3750254650259421,1
0.65,0.3137263947549829,1
0.7,0.2518889826809925,1
0.75,0.1953986592009269,1
0.8,0.14772053723864503,1
0.85,0.1095497427408423,1
0.9,0.07648544003452964,1
0.95,0.04869285054441527,1
1.0,0.009404122011510732,1
0.0,1.0,0
0.05,0.9960123987500675,0
0.1,0.9850626959828869,1
0.15,0.9631417862612122,1
0.2,0.9269164833290507,1
0.25,0.8771726153030829,1
0.3,0.8130197287616964,1
0.35,0.7620492000384544,1
0.4,0.7179932344334714,1
0.45,0.6459062040367549,1
0.5,0.5700674719570961,1
0.55,0.4877320169058577,1
0.6,0.39203872860150624,1
0.65,0.3208080583714714,1
0.7,0.2544800256926682,1
0.75,0.1953657587197188,1
0.8,0.14840837221701747,1
0.85,0.11574053867148418,1
0.9,0.08240652715825969,1
0.95,0.05272988160154048,1
1.0,0.01037731550280647,1
0.0,1.0,0
0.05,0.9957228603474385,0
0.1,0.9824952550174448,1
0.15,0.9598098505955623,1
0.2,0.9275430480217938,1
0.25,0.8819052578471313,1
0.3,0.8251779273394023,1
0.35,0.7606946334131323,1
0.4,0.6897898273895888,1
0.45,0.6092224476297179,1
0.5,0.5213313574743627,1
0.55,0.43553844840437217,1
0.6,0.35634690374761335,1
0.65,0.286070034466102,1
0.7,0.22627680379304818,1
0.75,0.17520538880456404,1
0.8,0.13326407863769435,1
0.85,0.09921156912835849,1
0.9,0.0704289372822303,1
0.95,0.04680590684021978,1
1.0,0.015204454566600807,1
0.0,0.9999999999999999,0
0.05,0.9986104897484137,1
0.1,0.9900936270220217,1
0.15,0.9758066929560875,1
0.2,0.9597070942681958,1
0.25,0.944679189130333,1
0.3,0.925324856983977,1
0.35,0.8975266916031535,1
0.4,0.8635825939186188,1
0.45,0.8212047721713138,1
0.5,0.767785528332856,1
0.55,0.7011206456131329,1
0.6,0.621960309808961,1
0.65,0.5340303098099707,1
0.7,0.44291327305656447,1
0.75,0.3545105942953842,1
0.8,0.2732754299765383,1
0.85,0.20213290845696152,1
0.9,0.1404345883039781,1
0.95,0.08465412688434529,1
1.0,-0.0018000050154199983,1
0.0,1.0,0
0.05,0.9989959625133141,0
0.1,0.994736672121173,0
0.15,0.9865589129395655,0
0.2,0.9743474136117479,1
0.25,0.9569907734576857,1
0.3,0.9335927160038304,1
0.35,0.9031285325899279,1
0.4,0.8617429983939993,1
0.45,0.8058299473843327,1
0.5,0.7341085282119361,1
0.55,0.6476390325580258,1
0.6,0.5536066238960563,1
0.65,0.45794491299114154,1
0.7,0.36895431788628347,1
0.75,0.2882615012840375,1
0.8,0.2198438897403166,1
0.85,0.16224211041423914,1
0.9,0.11402358168970117,1
0.95,0.07268146923790707,1
1.0,0.012891310258711186,1
0.0,1.0,0
0.05,0.9953044609087826,0
0.1,0.9839034444736342,0
0.15,0.9747335200214718,0
0.2,0.9461080691852377,1
0.25,0.8883637637128009,1
0.3,0.5477383077944379,1
0.35,0.5543344634002002,1
0.4,0.49020806078740153,1
0.45,0.45873182180932237,1
0.5,0.41204576408181276,1
0.55,0.3212276540372924,1
0.6,0.2771177972544507,1
0.65,0.2050070074557012,1
0.7,0.18513765145098746,1
0.75,0.15591173886055437,1
0.8,0.12337015447614111,1
0.85,0.09012933393912675,1
0.9,0.062265388260824124,1
0.95,0.03608378992760844,1
1.0,-0.01163706402737512,1
0.0,1.0,0
0.05,0.994004978766999,0
0.1,0.989470919433646,0
0.15,0.9726761873007388,1
0.2,0.9435251055065903,1
0.25,0.775677633588829,1
0.3,0.6728962492324263,1
0.35,0.6478187500116449,1
0.4,0.5251846236694471,1
0.45,0.38272985732160203,1
0.5,0.20201499980003007,1
0.55,-0.014647633032849527,1
0.6,0.09682068603043767,1
