pair,n,d_star,adf_stat_at_dstar,adf_p_at_dstar,corr_level_at_dstar,corr_level_at_d1,window_len
ONUSDT,5228.0,0.0,-4.710118969977629,8.054561575173174e-05,0.9999999999999999,0.02202143940026459,1.0
MUSDT,7843.0,0.0,-3.1751270786459322,0.0214703241715958,1.0,-0.004180707535579504,1.0
QUSDT,6477.0,0.0,-3.06729770013706,0.029069881391318005,0.9999999999999999,0.03907464386157532,1.0
RECALLUSDT,5440.0,0.0,-3.5691297772245107,0.00637937731257562,0.9999999999999998,-0.019277051320013488,1.0
NAORISUSDT,7264.0,0.0,-3.0353625226126524,0.03172137146973108,1.0,0.034897978539665565,1.0
QNTUSDT,31634.0,0.0,-3.5999576991560236,0.005761836504090477,1.0,0.016776254032828935,1.0
FFUSDT,5823.0,0.0,-4.2928401756330805,0.0004570664379793785,1.0,-0.011833826354496797,1.0
GPSUSDT,11195.0,0.0,-3.1061848119765743,0.02609885755738846,1.0,-0.005522746850585284,1.0
HUMAUSDT,8847.0,0.0,-3.0555731077699537,0.03002049988109465,0.9999999999999999,0.008251657850841827,1.0
METUSDT,5531.0,0.0,-3.9257149095143213,0.0018535422173375574,0.9999999999999998,-0.02317601466119564,1.0
MUBARAKUSDT,10527.0,0.0,-3.0075977953098385,0.034190928107548535,1.0,0.00891991266711634,1.0
MIRAUSDT,5896.0,0.0,-5.908489741807068,2.6733414593900913e-07,1.0,-0.05168423812855824,1.0
MELANIAUSDT,11875.0,0.0,-6.8332206721303015,1.8706082045352086e-09,0.9999999999999999,-0.04049729704950801,1.0
MONUSDT,5559.0,0.0,-3.360989688393935,0.0123628303009191,1.0,0.004717661525820718,1.0
4USDT,5608.0,0.0,-3.1707287213700206,0.021742775545760616,1.0,-0.00835058928063114,1.0
ZBTUSDT,5393.0,0.0,-4.599327521713894,0.0001295387966163333,1.0,-0.021794384554792035,1.0
XNYUSDT,6953.0,0.0,-3.636487956303799,0.00510057246351819,1.0,0.034262987282573945,1.0
XANUSDT,5826.0,0.0,-3.4628183655622564,0.00899494857391501,1.0,-0.019126728038155714,1.0
XVGUSDT,25432.0,0.0,-3.173730766697789,0.021556494521794787,1.0,0.020473368375292157,1.0
2ZUSDT,5751.0,0.0,-3.819251436733509,0.002716376392359413,1.0,-0.038733352906537205,1.0
LINKUSDT,55796.0,0.0,-2.8996332804396574,0.04539065858937544,0.9999999999999998,0.007080262724849668,1.0
KGENUSDT,5630.0,0.0,-4.024926201888044,0.001285469750721826,1.0,0.055468448504124336,1.0
BCHUSDT,56492.0,0.05,-2.9509120290459814,0.039739892357937165,0.9979899930027262,0.008828862403650082,3237.0
BNBUSDT,55220.0,0.05,-3.0376643351156116,0.031523613606878,0.9988882527092205,-0.0006782966389847064,3237.0
BELUSDT,48453.0,0.05,-3.07551533138018,0.028419029814670736,0.9984471594577383,0.011350982078920699,3237.0
B2USDT,9326.0,0.05,-2.967244921907305,0.03806861292414468,0.994145473263329,0.02322708976186541,3237.0
TOSHIUSDT,6119.0,0.05,-3.5737841249868487,0.006282457195373073,0.9617774128420832,0.006458862393394597,3237.0
TAKEUSDT,6449.0,0.05,-3.310552366892398,0.014413322437223224,0.9533810401258683,0.013166795730540934,3237.0
STBLUSDT,6119.0,0.05,-4.974146612099064,2.4961907800412066e-05,0.9677150320047319,0.006925829359928779,3237.0
UNIUSDT,49917.0,0.05,-3.0945860677340726,0.02695644667605808,0.9972903149732819,0.01111609237910574,3237.0
BLESSUSDT,5970.0,0.05,-3.6998163923949634,0.004115737485438874,0.9925957199398945,0.01688459832613835,3237.0
AWEUSDT,8967.0,0.05,-3.271208173360529,0.01621555884820272,0.9949243152651358,0.029610435235279908,3237.0
SQDUSDT,8464.0,0.05,-3.3675027286849004,0.012117863804685958,0.9915586652477524,0.008570172256711169,3237.0
TRBUSDT,50277.0,0.05,-3.2799690343071464,0.015797949867381117,0.9972338090778179,0.011418321465208698,3237.0
ASRUSDT,9329.0,0.05,-3.329978727733804,0.013590462931164041,0.9878977213948525,0.01872293407564229,3237.0
ASTERUSDT,6063.0,0.05,-4.131891004635757,0.0008574184853150597,0.9943962624248336,0.021590940607317612,3237.0
APRUSDT,5245.0,0.05,-4.095909635667895,0.0009837128001622217,0.9873303855358071,0.02315585950808576,3237.0
0GUSDT,6108.0,0.05,-3.6685002698901465,0.004578686088054237,0.9680397333163843,0.01709964747318559,3237.0
FLOCKUSDT,6310.0,0.05,-3.5643404301696835,0.0064805191985148934,0.9638141106158198,-0.009059060712269184,3237.0
ORDERUSDT,5896.0,0.05,-4.489109724657824,0.00020574418083418083,0.9451478313308117,0.008832572268103644,3237.0
ETHUSDT,57021.0,0.05,-3.374727141102859,0.011851191500865837,0.9986104897484137,-0.0018000050154199983,3237.0
CAKEUSDT,22552.0,0.05,-4.0232121301570665,0.0012937259421286157,0.9951113946819032,0.02021836744196045,3237.0
SOLUSDT,50013.0,0.05,-3.1875821099404256,0.020714821712514275,0.9975322192756781,0.00025701701814166364,3237.0
BUSDT,8935.0,0.05,-3.401587884968889,0.010904859678018934,0.9908155816594612,0.021850821906384845,3237.0
BCHUSDC,18860.0,0.05,-3.0198193045621413,0.03308452447652465,0.9951069905146118,0.019241319451992388,3237.0
CUSDT,7651.0,0.05,-3.062996717141116,0.029415572974579817,0.9858025094998943,0.012200593004529489,3237.0
FUSDT,8296.0,0.05,-3.3029236908700734,0.014748290182348573,0.9953739312132409,0.027627296035214768,3237.0
HANAUSDT,5897.0,0.05,-4.407626518079316,0.0002877423018883914,0.9586810206887372,0.01729527616726931,3237.0
IDOLUSDT,7915.0,0.05,-2.9245000915627286,0.04257225008662673,0.9935938630627189,0.020059586725659915,3237.0
HEMIUSDT,6576.0,0.05,-2.8720733147244246,0.048693203530489296,0.9906237237168377,0.0140846216797158,3237.0
PEOPLEUSDT,38831.0,0.05,-2.894327775431614,0.04601158719372508,0.9972167524554765,0.008544997166369046,3237.0
PTBUSDT,6448.0,0.05,-3.1028062247853407,0.026346211100181968,0.9848918209700787,0.008238061245885492,3237.0
PROMPTUSDT,9934.0,0.05,-3.349039174975294,0.012823758065769755,0.9972114288740346,0.013264926867154695,3237.0
PUMPUSDT,7773.0,0.05,-3.0484883151296724,0.03060767457850107,0.98551204383999,0.01681886421479586,3237.0
AAVEUSDT,49244.0,0.05,-3.0892803126774298,0.02735673154183453,0.9978118602423811,0.00839132435751746,3237.0
ACTUSDT,13551.0,0.05,-3.2442635512655307,0.017561304077930356,0.9953766277315669,0.002794927442357754,3237.0
ALPINEUSDT,9330.0,0.05,-3.0483519046058833,0.03061907531186731,0.9937622563139956,0.019012721588279297,3237.0
XLMUSDT,55724.0,0.05,-3.049420780132601,0.030529839037772212,0.9971759223760407,0.008519111273663536,3237.0
XMRUSDT,55388.0,0.05,-3.971769661646642,0.0015657655111820268,0.9976007098277224,0.010051869624439628,3237.0
ALCHUSDT,12180.0,0.05,-3.381024282239124,0.01162301434296312,0.9958946929606717,0.020203819609498307,3237.0
XPLUSDT,6739.0,0.05,-3.2220814873626216,0.018741571077608415,0.9817755821253183,0.009478999786353685,3237.0
XPINUSDT,6236.0,0.05,-3.0345326776378645,0.031792924769970074,0.9913245450217475,0.024301699791292625,3237.0
AKEUSDT,5895.0,0.05,-3.0945070498714125,0.026962371018457203,0.9953661482813674,0.01760812690162555,3237.0
MORPHOUSDT,13161.0,0.05,-3.4663400174963432,0.008894822981177794,0.9955020336639318,0.022695092917574905,3237.0
JELLYJELLYUSDT,10308.0,0.05,-3.7954836372224947,0.002953862775607113,0.9905354207417545,0.021726778004676286,3237.0
LTCUSDT,55983.0,0.05,-3.7546352309751994,0.0034070930954236303,0.9969992861565347,0.011181502435543044,3237.0
LINEAUSDT,6495.0,0.05,-3.0938314321958784,0.027013070869181744,0.9784387952617768,-0.016231659658482413,3237.0
LIGHTUSDT,5873.0,0.05,-3.0289798084960706,0.032275256923735465,0.9706155406966054,0.02190406114978901,3237.0
LPTUSDT,39865.0,0.05,-3.0051220169798496,0.03441882911396047,0.9974905211046596,0.005955648381510476,3237.0
1000SHIBUSDT,44290.0,0.05,-3.0386128236102987,0.03144243054936149,0.9963234878590103,0.012462901994523233,3237.0
CCUSDT,5056.0,0.05,-4.603225241654703,0.00012741305474338948,0.9896560918041246,0.027609857476981615,3237.0
COAIUSDT,5919.0,0.05,-4.945997862021975,2.8354597370522077e-05,0.9774178037691438,0.017404136756810726,3237.0
CATIUSDT,14801.0,0.05,-3.0535889009091854,0.030183971428275506,0.9943937091550452,-0.004343628574421909,3237.0
BROCCOLI714USDT,10434.0,0.05,-3.9017720258421127,0.0020218446065209607,0.9916860613202777,0.02262093696662597,3237.0
ETCUSDT,55820.0,0.05,-2.908854356815213,0.044328002284287765,0.9975298816257546,0.008441937054790632,3237.0
RLCUSDT,51093.0,0.05,-3.4076089611474907,0.010702201423088323,0.9974741538071829,0.013450065858643402,3237.0
SKYUSDT,6309.0,0.05,-3.1447405886133395,0.023414531435893202,0.9884533363363,0.027226204413692986,3237.0
SFPUSDT,46095.0,0.05,-3.45876962093289,0.009111307725133197,0.9974320794707765,0.010418201719997997,3237.0
CVXUSDT,7452.0,0.05,-4.58591621562775,0.0001371145875992657,0.9915884958134751,0.00956773975715807,3237.0
DOGEUSDT,51595.0,0.05,-4.5227800096712265,0.0001788196450135059,0.995817592360141,-0.00035071987789537785,3237.0
SOMIUSDT,6667.0,0.05,-3.7843088942034435,0.003071997854735659,0.9828680949473549,0.0014758569659954952,3237.0
DOLOUSDT,9457.0,0.05,-3.0048377473579206,0.03444507877004655,0.9956380684398762,0.01585377787363517,3237.0
STOUSDT,9902.0,0.1,-3.38886050054242,0.011344528941304399,0.9814686808033518,0.03390107832786725,4076.0
STORJUSDT,49960.0,0.1,-3.7895107458364485,0.003016475569108611,0.9911420251988222,0.011766613984755961,4076.0
SUIUSDT,26940.0,0.1,-3.355819429890485,0.012560410645374248,0.9818444604032514,0.00899228286657824,4076.0
SUSHIUSDT,50252.0,0.1,-3.1679606410879413,0.021915773913286467,0.9945292005063237,0.0081912235780979,4076.0
BANKUSDT,9753.0,0.1,-3.3607398827420925,0.01237231279735061,0.9787226027988003,0.02678180203761911,4076.0
BANDUSDT,51141.0,0.1,-2.88969847639011,0.04655910568482018,0.9954374146345305,0.009302605188448982,4076.0
SYNUSDT,15640.0,0.1,-2.9505641514436105,0.03977614696702347,0.9847877855942481,0.008156902818721185,4076.0
TAIKOUSDT,8464.0,0.1,-3.8547540093737767,0.002394251248219393,0.960935394315406,0.003313367068829461,4076.0
BABYUSDT,10070.0,0.1,-3.5535574017306057,0.0067135649645133745,0.96868352643985,0.009941823373886053,4076.0
AVNTUSDT,6300.0,0.1,-4.1577549274951116,0.0007762065555251663,0.8149238443795467,0.01558526126828179,4076.0
AVAAIUSDT,11942.0,0.1,-3.2490977072394984,0.01731289623526475,0.986705278986499,0.0017920774112790037,4076.0
AVAXUSDT,49797.0,0.1,-3.9474244356584296,0.0017122657392911154,0.985402879239985,0.006559111808422339,4076.0
API3USDT,37392.0,0.1,-3.626173538528139,0.005279915890832782,0.9908519212914411,0.009734776071356014,4076.0
ANKRUSDT,46792.0,0.1,-2.955745450369918,0.039239025475065255,0.994062314078621,0.010173931900625047,4076.0
1000FLOKIUSDT,26867.0,0.1,-2.8793189984213683,0.047806312995840206,0.9807097100908617,0.00921281048680814,4076.0
ZROUSDT,17006.0,0.1,-4.448937889420309,0.00024291563835780286,0.9797647987753768,0.017297522417006578,4076.0
ZRXUSDT,51974.0,0.1,-3.9751367970571536,0.0015464465471702854,0.989583755478771,0.011408161109774884,4076.0
1000BONKUSDT,22069.0,0.1,-2.9780028127844185,0.03700035315554386,0.9880962331673857,0.01229731640162426,4076.0
币安人生USDT,5321.0,0.1,-3.4521868334117496,0.00930337546734814,0.9311776278204597,0.02325325054837831,4076.0
1000000BOBUSDT,8611.0,0.1,-3.354901592395344,0.01259577681870282,0.9312379959110446,0.002710327192770504,4076.0
ERAUSDT,7595.0,0.1,-3.3081696887704406,0.014517215404266471,0.9496228676556728,-0.007245058151917551,4076.0
ENSOUSDT,5467.0,0.1,-3.145011650365752,0.02339653702956874,0.9649151319681264,0.020025890313333124,4076.0
DUSDT,12137.0,0.1,-3.1688412853951027,0.021860606805862225,0.9835815330873134,0.002216319595116113,4076.0
DEEPUSDT,9668.0,0.1,-3.9725132226997792,0.0015614801156117327,0.9542434574981796,0.01063819059603868,4076.0
CVCUSDT,9092.0,0.1,-3.6248367976442504,0.0053035736405734986,0.9683362240341795,0.0040376238218759845,4076.0
SOLUSDC,21040.0,0.1,-3.2796412793580028,0.01581340124895929,0.9872133329202485,0.016915950355218784,4076.0
DASHUSDT,55359.0,0.1,-3.8561612541534944,0.002382241309468238,0.990846073351445,0.007751533331826684,4076.0
CTKUSDT,9474.0,0.1,-3.0040019280621295,0.03452235694187888,0.9839510836723987,0.013793997607931296,4076.0
RUNEUSDT,50253.0,0.1,-3.019324225100429,0.03312874682285813,0.9904881375140323,0.008214580009733935,4076.0
RSRUSDT,49173.0,0.1,-3.727011535938745,0.0037488622832516985,0.991492582247687,0.00848677174556061,4076.0
SCRTUSDT,13313.0,0.1,-3.467967555580095,0.008848888329582758,0.9823857139948228,0.013222671237641167,4076.0
RVNUSDT,46119.0,0.1,-3.6442855189453076,0.004968689742309927,0.9934656302649496,0.006056197842670377,4076.0
SIRENUSDT,10406.0,0.1,-2.989706828228007,0.03586689835619219,0.9862682104676376,0.021745498408435142,4076.0
SKLUSDT,47973.0,0.1,-3.2414225695922765,0.01770874172915049,0.9933259563887276,0.009234119504934935,4076.0
SLPUSDT,7457.0,0.1,-3.3549274808036906,0.012594778076009948,0.9518091522987528,0.002560512372031857,4076.0
SNXUSDT,50752.0,0.1,-3.1450472506518725,0.023394174596103885,0.9947857386591432,0.009277308101885224,4076.0
RIVERUSDT,5385.0,0.1,-3.5766106882619666,0.006224250617515821,0.9301969529822999,0.02131896189970186,4076.0
CTSIUSDT,40249.0,0.1,-3.827955317215633,0.002633902390298581,0.9903832765423443,0.006803599897615342,4076.0
RIFUSDT,22840.0,0.1,-3.9618338994053715,0.0016240880350112865,0.9816445059335961,0.009385476494893241,4076.0
BNTUSDT,24563.0,0.1,-3.4345212952643585,0.009836849518550444,0.9864196901593855,0.016303845396545273,4076.0
BNBUSDC,21040.0,0.1,-3.6907243550362834,0.004245532330039198,0.9800991709339931,0.0038550145255490773,4076.0
BLUAIUSDT,5296.0,0.1,-3.0180941364906873,0.033238839788819585,0.9516227923951951,0.01532365065128038,4076.0
CELRUSDT,45309.0,0.1,-3.190831422971219,0.020521564290242277,0.9927614198903423,0.007951588115800004,4076.0
CARVUSDT,7092.0,0.1,-4.941471824519269,2.8939993897415258e-05,0.8198806326741743,0.0060183576085036045,4076.0
CFXUSDT,28670.0,0.1,-3.523192569973729,0.007411058946143026,0.9854395711688683,0.01264889270790545,4076.0
CHRUSDT,45717.0,0.1,-2.9903358441364656,0.03580682031126398,0.9928169813650776,0.011141254016338113,4076.0
CHZUSDT,46912.0,0.1,-3.466962609465813,0.008877226128622545,0.9917318437691156,0.007362914731493217,4076.0
COMPUSDT,51830.0,0.1,-3.0508815497585484,0.030408243250407467,0.9932721839938755,0.007835185190865316,4076.0
COSUSDT,14558.0,0.1,-3.030528561641358,0.03214010893191144,0.9865629374389788,0.007364495167463266,4076.0
COTIUSDT,45765.0,0.1,-3.1149591286928344,0.02546577087730838,0.9929178133430197,0.009263250153038484,4076.0
