market,family,mean_sharpe_clock,median_sharpe_clock,mean_sharpe_cusum,n_inst,frac_pos,signtest_p
crypto,breaks(SADF),0.011942585639585742,0.02063877423484332,0.006174496882752213,12,0.75,0.14599609375
crypto,entropy,-0.008258189702061068,-0.013348478908920748,-0.0061825521650788135,36,0.4444444444444444,0.617719317029696
equities,breaks(SADF),-0.04571348997818803,-0.042539876782045245,-0.05595824070969365,7,0.0,0.015625
equities,entropy,-0.032991568614568,-0.025374070942234817,-0.03398642507382937,21,0.19047619047619047,0.007197380065917969
forex,breaks(SADF),0.00039003648743353523,0.0033222075800980657,-0.0010191387249304433,8,0.5,1.0
forex,entropy,0.005374588821608443,0.020566045955917475,0.0018954411231704524,24,0.6666666666666666,0.15158963203430176
