feature,crypto,equities,forex
ent_konto,-0.07963050966545865,0.081630390033412,0.006762413249682131
ent_lz,-0.02111543490738027,-0.054305071672747826,0.033880869021692205
ent_shannon,-0.026706337870592678,0.006829596769666164,-0.07765852036630419
sadf,-0.057007595142953574,0.0021081754772539485,0.03434073975830069
